Orthogroup	Species	OrthoDB_Prunus_persica_Lovell	Orthologs
OG0000807	PLAZA_proteome.selected_transcript.ppe	3760_0_002b56	Prupe.4G085900.1
OG0000807	PLAZA_proteome.selected_transcript.ppe	3760_0_0024b2	Prupe.3G182900.2
OG0000807	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0024b2	ONI17846, ONI17845, ONI17847
OG0000807	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00238f	ONI17848
OG0000808	PLAZA_proteome.selected_transcript.ppe	3760_0_002c2f	Prupe.4G047800.2
OG0000808	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002c2f	ONI10440, ONI10441, ONI10442, ONI10443
OG0000808	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002336	ONI15360
OG0000808	PLAZA_proteome.selected_transcript.ppe	3760_0_002336	Prupe.3G039200.1
OG0000809	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002876	ONI18757
OG0000809	PLAZA_proteome.selected_transcript.ppe	3760_0_002876	Prupe.3G237000.1
OG0000809	PLAZA_proteome.selected_transcript.ppe	3760_0_002f7a	Prupe.4G282500.2
OG0000809	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002f7a	ONI14482
OG0000809	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002815	ONI18760
OG0000809	PLAZA_proteome.selected_transcript.ppe	3760_0_002815	Prupe.3G237300.1
OG0000810	PLAZA_proteome.selected_transcript.ppe	3760_0_004881	Prupe.7G169600.2
OG0000810	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004881	ONH97094, ONH97093, ONH97091, ONH97092, ONH97095, ONH97097, ONH97096, ONH97098
OG0000811	PLAZA_proteome.selected_transcript.ppe	3760_0_0049af	Prupe.7G053000.2
OG0000811	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0049af	ONH95121, ONH95120, ONH95118, ONH95119, ONH95116, ONH95117, ONH95115, ONH95114
OG0000812	PLAZA_proteome.selected_transcript.ppe	3760_0_0047dc	Prupe.7G146600.2
OG0000812	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0047dc	ONH96701, ONH96698, ONH96700, ONH96694, ONH96695, ONH96699, ONH96697, ONH96696
OG0000813	PLAZA_proteome.selected_transcript.ppe	3760_0_004c88	Prupe.7G156200.8
OG0000813	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004c88	ONH96854, ONH96855, ONH96860, ONH96861, ONH96856, ONH96857, ONH96863, ONH96862
OG0000814	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004ea8	ONH98844
OG0000814	PLAZA_proteome.selected_transcript.ppe	3760_0_004ea8	Prupe.7G268700.1
OG0000814	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004be8	ONH98843
OG0000814	PLAZA_proteome.selected_transcript.ppe	3760_0_004be8	Prupe.7G268600.1
OG0000814	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004b89	ONH98845
OG0000814	PLAZA_proteome.selected_transcript.ppe	3760_0_004b89	Prupe.7G268800.1
OG0000815	PLAZA_proteome.selected_transcript.ppe	3760_0_004cc4	Prupe.7G023300.1
OG0000815	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004cc4	ONH94575, ONH94574, ONH94573, ONH94577, ONH94578, ONH94579, ONH94576, ONH94580
OG0000816	PLAZA_proteome.selected_transcript.ppe	3760_0_0048ce	Prupe.7G057700.2
OG0000816	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0048ce	ONH95216, ONH95215, ONH95221, ONH95220, ONH95219, ONH95217, ONH95218, ONH95222
OG0000817	PLAZA_proteome.selected_transcript.ppe	3760_0_004dab	Prupe.7G091200.1
OG0000817	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004dab	ONH95819, ONH95813, ONH95814, ONH95816, ONH95820, ONH95818, ONH95815, ONH95817
OG0000818	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0003da, 3760_0_0014a2, 3760_0_005171, 3760_0_002c52, 3760_0_003c21, 3760_0_0040fb, 3760_0_000ec6, 3760_0_002cac	ONH96665
OG0000818	PLAZA_proteome.selected_transcript.ppe	3760_0_0003da, 3760_0_0014a2, 3760_0_005171, 3760_0_002c52, 3760_0_003c21, 3760_0_0040fb, 3760_0_000ec6, 3760_0_002cac	Prupe.7G144600.1
OG0000819	PLAZA_proteome.selected_transcript.ppe	3760_0_004b75	Prupe.7G238700.2
OG0000819	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004b75	ONH98261, ONH98258, ONH98264, ONH98263, ONH98262, ONH98259, ONH98260, ONH98265
OG0000820	PLAZA_proteome.selected_transcript.ppe	3760_0_004de1	Prupe.7G138700.1
OG0000820	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004de1	ONH96588
OG0000820	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0049a5	ONH96591
OG0000820	PLAZA_proteome.selected_transcript.ppe	3760_0_0049a5	Prupe.7G138900.1
OG0000820	PLAZA_proteome.selected_transcript.ppe	3760_0_004853	Prupe.7G138500.2
OG0000820	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004853	ONH96584, ONH96585
OG0000821	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004cf7	ONH96560
OG0000821	PLAZA_proteome.selected_transcript.ppe	3760_0_004cf7	Prupe.7G137000.1
OG0000821	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004d10	ONH96561
OG0000821	PLAZA_proteome.selected_transcript.ppe	3760_0_004d10	Prupe.7G137100.1
OG0000821	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003edd, 3760_0_00477f	ONH96562
OG0000821	PLAZA_proteome.selected_transcript.ppe	3760_0_003edd, 3760_0_00477f	Prupe.7G137200.1
OG0000822	PLAZA_proteome.selected_transcript.ppe	3760_0_004dc5	Prupe.7G159600.1
OG0000822	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004dc5	ONH96917
OG0000822	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004f37	ONH96916, ONH96915, ONH97029
OG0000822	PLAZA_proteome.selected_transcript.ppe	3760_0_004f37	Prupe.7G159500.1, Prupe.7G159400.1, Prupe.7G165500.1
OG0000823	PLAZA_proteome.selected_transcript.ppe	3760_0_002e1a	Prupe.4G287900.2
OG0000823	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002e1a	ONI14587, ONI14585, ONI14586, ONI14581, ONI14588, ONI14582, ONI14584, ONI14583
OG0000824	PLAZA_proteome.selected_transcript.ppe	3760_0_002db9	Prupe.4G180000.2
OG0000824	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002db9	ONI12716, ONI12713, ONI12712, ONI12710, ONI12711, ONI12715, ONI12714, ONI12717
OG0000825	PLAZA_proteome.selected_transcript.ppe	3760_0_002ac4	Prupe.4G114000.2
OG0000825	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002ac4	ONI11573
OG0000825	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003003	ONI11578
OG0000825	PLAZA_proteome.selected_transcript.ppe	3760_0_003003	Prupe.4G114300.1
OG0000825	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002e8c	ONI11575
OG0000825	PLAZA_proteome.selected_transcript.ppe	3760_0_002e8c	Prupe.4G114200.1
OG0000827	PLAZA_proteome.selected_transcript.ppe	3760_0_002aca	Prupe.4G125300.2
OG0000827	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002aca	ONI11787, ONI11786
OG0000827	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002c57	ONI11789, ONI11806, ONI11807
OG0000827	PLAZA_proteome.selected_transcript.ppe	3760_0_002c57	Prupe.4G125500.1, Prupe.4G126600.2
OG0000828	PLAZA_proteome.selected_transcript.ppe	3760_0_003019	Prupe.4G214900.1
OG0000828	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003019	ONI13312, ONI13313, ONI13310, ONI13315, ONI13314, ONI13317, ONI13316, ONI13311
OG0000829	PLAZA_proteome.selected_transcript.ppe	3760_0_002ff4	Prupe.4G139900.2
OG0000829	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002ff4	ONI12023, ONI12022
OG0000829	PLAZA_proteome.selected_transcript.ppe	3760_0_002de0	Prupe.4G111500.2
OG0000829	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002de0	ONI11529, ONI11530, ONI11528
OG0000830	PLAZA_proteome.selected_transcript.ppe	3760_0_002e68	Prupe.4G002300.3
OG0000830	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002e68	ONI09660, ONI09655, ONI09659, ONI09658, ONI09656, ONI09653, ONI09654, ONI09657
OG0000831	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0029f9, 3760_0_003bcf, 3760_0_0030ad	ONI13881
OG0000831	PLAZA_proteome.selected_transcript.ppe	3760_0_0029f9, 3760_0_003bcf, 3760_0_0030ad	Prupe.4G251900.1
OG0000831	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003042	ONI13882, ONI13885
OG0000831	PLAZA_proteome.selected_transcript.ppe	3760_0_003042	Prupe.4G252000.1, Prupe.4G252300.1
OG0000832	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00593c	ONH91475
OG0000832	PLAZA_proteome.selected_transcript.ppe	3760_0_00593c	Prupe.8G117000.1
OG0000832	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00516a	ONH91474
OG0000832	PLAZA_proteome.selected_transcript.ppe	3760_0_00516a	Prupe.8G116900.1
OG0000832	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0057e8	ONH91473
OG0000832	PLAZA_proteome.selected_transcript.ppe	3760_0_0057e8	Prupe.8G116800.1
OG0000833	PLAZA_proteome.selected_transcript.ppe	3760_0_0056d1	Prupe.8G256400.2
OG0000833	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0056d1	ONH93848, ONH93849, ONH93850, ONH93851, ONH93852, ONH93853, ONH93854
OG0000834	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0053f9	ONH93629
OG0000834	PLAZA_proteome.selected_transcript.ppe	3760_0_0053f9	Prupe.8G243300.1
OG0000834	PLAZA_proteome.selected_transcript.ppe	3760_0_005271	Prupe.8G243200.3
OG0000834	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005271	ONH93628, ONH93625, ONH93627
OG0000836	PLAZA_proteome.selected_transcript.ppe	3760_0_005341	Prupe.8G003400.1
OG0000836	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005341	ONH89591, ONH89590, ONH89592, ONH89588, ONH89589, ONH89587, ONH89586
OG0000837	PLAZA_proteome.selected_transcript.ppe	3760_0_005192	Prupe.8G087100.2
OG0000837	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005192	ONH90985, ONH90986
OG0000837	PLAZA_proteome.selected_transcript.ppe	3760_0_0055cd	Prupe.8G087300.3
OG0000837	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0055cd	ONH90995, ONH90994
OG0000838	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0053f3	ONH93747
OG0000838	PLAZA_proteome.selected_transcript.ppe	3760_0_0053f3	Prupe.8G250000.1
OG0000838	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0044ba	ONI04652
OG0000838	PLAZA_proteome.selected_transcript.ppe	3760_0_0044ba	Prupe.6G332900.1
OG0000838	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005379	ONH93748
OG0000838	PLAZA_proteome.selected_transcript.ppe	3760_0_005379	Prupe.8G250100.1
OG0000839	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00558c	ONH93380
OG0000839	PLAZA_proteome.selected_transcript.ppe	3760_0_00558c	Prupe.8G229200.1
OG0000839	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005851	ONH93389
OG0000839	PLAZA_proteome.selected_transcript.ppe	3760_0_005851	Prupe.8G229500.1
OG0000839	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005892	ONH91669
OG0000839	PLAZA_proteome.selected_transcript.ppe	3760_0_005892	Prupe.8G128700.1
OG0000840	PLAZA_proteome.selected_transcript.ppe	3760_0_00558e	Prupe.8G022600.2
OG0000840	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00558e	ONH89897, ONH89896, ONH89895, ONH89894, ONH89899, ONH89898, ONH89900
OG0000841	PLAZA_proteome.selected_transcript.ppe	3760_0_00545b	Prupe.8G137400.2
OG0000841	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00545b	ONH91808, ONH91807, ONH91811, ONH91810, ONH91809, ONH91806, ONH91805
OG0000842	PLAZA_proteome.selected_transcript.ppe	3760_0_00578b	Prupe.8G069300.2
OG0000842	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00578b	ONH90687, ONH90690, ONH90689, ONH90688, ONH90691, ONH90686, ONH90685
OG0000843	PLAZA_proteome.selected_transcript.ppe	3760_0_0057a5	Prupe.8G041700.2
OG0000843	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0057a5	ONH90224, ONH90223, ONH90229, ONH90225, ONH90226, ONH90228, ONH90227
OG0000844	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0043f9	ONI02478
OG0000844	PLAZA_proteome.selected_transcript.ppe	3760_0_0043f9	Prupe.6G201200.1
OG0000844	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004c89	ONH98897
OG0000844	PLAZA_proteome.selected_transcript.ppe	3760_0_004c89	Prupe.7G271300.1
OG0000844	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0058f9	ONH90692
OG0000844	PLAZA_proteome.selected_transcript.ppe	3760_0_0058f9	Prupe.8G069400.1
OG0000845	PLAZA_proteome.selected_transcript.ppe	3760_0_005928	Prupe.8G165400.2
OG0000845	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005928	ONH92249, ONH92247, ONH92248, ONH92251, ONH92252, ONH92253, ONH92250
OG0000846	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004af3	ONH96284
OG0000846	PLAZA_proteome.selected_transcript.ppe	3760_0_004af3	Prupe.7G118200.1
OG0000846	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005605	ONH91297
OG0000847	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0055a1	ONH92808
OG0000847	PLAZA_proteome.selected_transcript.ppe	3760_0_0055a1	Prupe.8G196900.1
OG0000847	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005148	ONH92807
OG0000847	PLAZA_proteome.selected_transcript.ppe	3760_0_005148	Prupe.8G196800.1
OG0000847	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0053cf	ONH92809
OG0000847	PLAZA_proteome.selected_transcript.ppe	3760_0_0053cf	Prupe.8G197000.1
OG0000848	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00550f	ONH89671
OG0000848	PLAZA_proteome.selected_transcript.ppe	3760_0_00550f	Prupe.8G008400.1
OG0000848	PLAZA_proteome.selected_transcript.ppe	3760_0_00529b	Prupe.8G009200.1
OG0000848	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00529b	ONH89682, ONH89680, ONH89681
OG0000849	PLAZA_proteome.selected_transcript.ppe	3760_0_005579	Prupe.8G126200.2
OG0000849	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005579	ONH91601, ONH91600, ONH91606, ONH91604, ONH91605, ONH91603, ONH91602
OG0000850	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004705	ONI01931
OG0000850	PLAZA_proteome.selected_transcript.ppe	3760_0_004705	Prupe.6G168000.1
OG0000850	PLAZA_proteome.selected_transcript.ppe	3760_0_005693	Prupe.8G040500.1
OG0000850	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005693	ONH90200, ONH90202, ONH90201
OG0000851	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005563	ONH90217
OG0000851	PLAZA_proteome.selected_transcript.ppe	3760_0_005563	Prupe.8G041200.1
OG0000851	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00535b	ONH90216
OG0000851	PLAZA_proteome.selected_transcript.ppe	3760_0_00535b	Prupe.8G041100.1
OG0000851	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0050ce	ONH90218
OG0000851	PLAZA_proteome.selected_transcript.ppe	3760_0_0050ce	Prupe.8G041300.1
OG0000852	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0006b4	ONI35187
OG0000852	PLAZA_proteome.selected_transcript.ppe	3760_0_0006b4	Prupe.1G521200.1
OG0000852	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00471a	ONI02327
OG0000852	PLAZA_proteome.selected_transcript.ppe	3760_0_00471a	Prupe.6G191200.1
OG0000852	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0054b0	ONH90615
OG0000852	PLAZA_proteome.selected_transcript.ppe	3760_0_0054b0	Prupe.8G064200.1
OG0000853	PLAZA_proteome.selected_transcript.ppe	3760_0_00522d	Prupe.8G153700.1
OG0000853	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00522d	ONH92083
OG0000853	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005497	ONH92084
OG0000853	PLAZA_proteome.selected_transcript.ppe	3760_0_005497	Prupe.8G153800.1
OG0000853	PLAZA_proteome.selected_transcript.ppe	3760_0_005198	Prupe.8G153100.1
OG0000853	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005198	ONH92077
OG0000854	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000538	ONI35200
OG0000854	PLAZA_proteome.selected_transcript.ppe	3760_0_000538	Prupe.1G521900.1
OG0000854	PLAZA_proteome.selected_transcript.ppe	3760_0_002163	Prupe.3G239000.1
OG0000854	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002163	ONI18786
OG0000854	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005422	ONH90621
OG0000854	PLAZA_proteome.selected_transcript.ppe	3760_0_005422	Prupe.8G064700.1
OG0000855	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003cf1	ONI04780
OG0000855	PLAZA_proteome.selected_transcript.ppe	3760_0_003cf1	Prupe.6G339300.1
OG0000855	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004bce	ONH98838
OG0000855	PLAZA_proteome.selected_transcript.ppe	3760_0_004bce	Prupe.7G268100.1
OG0000855	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0050ed	ONH93567
OG0000855	PLAZA_proteome.selected_transcript.ppe	3760_0_0050ed	Prupe.8G239100.1
OG0000856	PLAZA_proteome.selected_transcript.ppe	3760_0_0013ad	Prupe.2G090200.2
OG0000856	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0013ad	ONI21808, ONI21807
OG0000856	PLAZA_proteome.selected_transcript.ppe	3760_0_00591c	Prupe.8G254400.2
OG0000856	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00591c	ONH93814, ONH93813
OG0000857	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002f76	ONI10769
OG0000857	PLAZA_proteome.selected_transcript.ppe	3760_0_002f76	Prupe.4G067500.1
OG0000857	PLAZA_proteome.selected_transcript.ppe	3760_0_0055cc	Prupe.4G160300.1
OG0000857	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0055cc	ONH89691
OG0000857	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0030cd	ONI12379
OG0000857	PLAZA_proteome.selected_transcript.ppe	3760_0_0030cd	Prupe.8G009900.1
OG0000858	PLAZA_proteome.selected_transcript.ppe	3760_0_000461	Prupe.1G023700.1
OG0000858	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000461	ONI26423, ONI26422, ONI26424
OG0000858	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0057b8	ONH93460
OG0000858	PLAZA_proteome.selected_transcript.ppe	3760_0_0057b8	Prupe.8G233800.1
OG0000859	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00188c	ONI24870
OG0000859	PLAZA_proteome.selected_transcript.ppe	3760_0_00188c	Prupe.2G266600.1
OG0000859	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0044f6	ONH99611
OG0000859	PLAZA_proteome.selected_transcript.ppe	3760_0_0044f6	Prupe.6G039000.1
OG0000859	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0057aa	ONH91334
OG0000859	PLAZA_proteome.selected_transcript.ppe	3760_0_0057aa	Prupe.8G107100.1
OG0000860	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00524c	ONH90087
OG0000860	PLAZA_proteome.selected_transcript.ppe	3760_0_00524c	Prupe.8G034300.1
OG0000860	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0052f0	ONH90046
OG0000860	PLAZA_proteome.selected_transcript.ppe	3760_0_0052f0	Prupe.8G032300.1
OG0000860	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005328	ONH90042
OG0000860	PLAZA_proteome.selected_transcript.ppe	3760_0_005328	Prupe.8G031900.1
OG0000861	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0059d0	ONH91126, ONI21767, ONH91127, ONI21768, ONI21760
OG0000861	PLAZA_proteome.selected_transcript.ppe	3760_0_0059d0	Prupe.2G087000.1, Prupe.8G094900.2, Prupe.2G087700.1
OG0000862	PLAZA_proteome.selected_transcript.ppe	3760_0_0002f8	Prupe.1G039500.2
OG0000862	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0002f8	ONI26681, ONI26682, ONI26680, ONI26679
OG0000862	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0058f6	ONH93291
OG0000862	PLAZA_proteome.selected_transcript.ppe	3760_0_0058f6	Prupe.8G223800.1
OG0000863	PLAZA_proteome.selected_transcript.ppe	3760_0_002e45	Prupe.4G200900.1
OG0000863	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002e45	ONI13066, ONI13068, ONI13067
OG0000863	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0051e3	ONH91332
OG0000863	PLAZA_proteome.selected_transcript.ppe	3760_0_0051e3	Prupe.8G106900.1
OG0000864	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000efc	ONI33455
OG0000864	PLAZA_proteome.selected_transcript.ppe	3760_0_000efc	Prupe.1G425400.1
OG0000864	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000c9c	ONI33458
OG0000864	PLAZA_proteome.selected_transcript.ppe	3760_0_000c9c	Prupe.1G425700.1
OG0000864	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00134f	ONI33456
OG0000864	PLAZA_proteome.selected_transcript.ppe	3760_0_00134f	Prupe.1G425500.1
OG0000866	PLAZA_proteome.selected_transcript.ppe	3760_0_000907	Prupe.1G008300.2
OG0000866	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000907	ONI26183, ONI26184, ONI26185, ONI26186, ONI26182, ONI26180, ONI26181
OG0000867	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0010dd	ONI30079
OG0000867	PLAZA_proteome.selected_transcript.ppe	3760_0_0010dd	Prupe.1G229700.1
OG0000867	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0013cf	ONI20494
OG0000867	PLAZA_proteome.selected_transcript.ppe	3760_0_0013cf	Prupe.2G019100.1
OG0000867	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00045c	ONI30084
OG0000867	PLAZA_proteome.selected_transcript.ppe	3760_0_00045c	Prupe.1G230200.1
OG0000868	PLAZA_proteome.selected_transcript.ppe	3760_0_000b9c	Prupe.1G271100.1
OG0000868	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000b9c	ONI30758, ONI30755, ONI30752, ONI30753, ONI30757, ONI30754, ONI30756
OG0000869	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00103b	ONI33181
OG0000869	PLAZA_proteome.selected_transcript.ppe	3760_0_00103b	Prupe.1G410000.1
OG0000869	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0009ff	ONI33187
OG0000869	PLAZA_proteome.selected_transcript.ppe	3760_0_0009ff	Prupe.1G410300.1
OG0000869	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00043b	ONI33182
OG0000869	PLAZA_proteome.selected_transcript.ppe	3760_0_00043b	Prupe.1G410100.2
OG0000870	PLAZA_proteome.selected_transcript.ppe	3760_0_002b8c	Prupe.4G288000.1
OG0000870	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002b8c	ONI14591, ONI14590
OG0000870	PLAZA_proteome.selected_transcript.ppe	3760_0_0003eb	Prupe.1G583800.1
OG0000870	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0003eb	ONI14592, ONI36413
OG0000871	PLAZA_proteome.selected_transcript.ppe	3760_0_0002c1	Prupe.1G196000.7
OG0000871	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0002c1	ONI29396, ONI29393, ONI29392, ONI29398, ONI29397, ONI29395, ONI29394
OG0000872	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001123	ONI28972
