Orthogroup	Species	Texas_F1_protein	Orthologs
OG0003258	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26137.1	VVA10022, VVA10024
OG0003259	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26027.1	3755_0_004c65
OG0003259	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26027.1	VVA09893, VVA09888
OG0003260	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26048.1	3755_0_004a46
OG0003260	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26048.1	VVA09917, VVA09916
OG0003261	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25797.1	3755_0_004776
OG0003261	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25797.1	VVA09637, VVA40730
OG0003262	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25819.1	3755_0_0047d8
OG0003262	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25819.1	VVA09662, VVA09661
OG0003263	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25955.1	3755_0_004583
OG0003263	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25955.1	VVA09801, VVA09799
OG0003264	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25559.1	3755_0_0046b9
OG0003264	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25559.1	VVA09359, VVA09360
OG0003265	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25984.1	3755_0_0045f7
OG0003265	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25984.1	VVA09834, VVA09835
OG0003266	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26160.1	3755_0_004be0
OG0003266	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26160.1	VVA38732, VVA10049
OG0003267	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26039.1	3755_0_004775
OG0003267	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26039.1	VVA09905, VVA09904
OG0003268	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25808.1	3755_0_0047c2
OG0003268	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25808.1	VVA09648, VVA09649
OG0003269	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26062.1	3755_0_0046d7
OG0003269	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26062.1	VVA09934, VVA09933
OG0003270	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25841.1	3755_0_004596
OG0003270	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25841.1	VVA09680, VVA09681
OG0003271	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25727.1	3755_0_0049a3
OG0003271	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25727.1	VVA09555, VVA09557
OG0003272	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25571.1	3755_0_004782
OG0003272	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25571.1	VVA09374, VVA09375
OG0003273	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25978.1	3755_0_00471b
OG0003273	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25978.1	VVA09829, VVA09828
OG0003274	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25636.1	3755_0_0047b9
OG0003274	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25636.1	VVA09448, VVA09449
OG0003275	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25689.1	3755_0_004508
OG0003275	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25689.1	VVA09512, VVA09511
OG0003276	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25678.1	3755_0_00462a
OG0003276	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25678.1	VVA09496, VVA09495
OG0003277	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26019.1	3755_0_00466d
OG0003277	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26019.1	VVA09877, VVA09876
OG0003278	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26069.1	3755_0_0045b3
OG0003278	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26069.1	VVA09944, VVA09942
OG0003279	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25777.1	3755_0_004c19
OG0003279	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25777.1	VVA09616, VVA09615
OG0003280	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25863.1	3755_0_004a33
OG0003280	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25863.1	VVA09700, VVA09701
OG0003281	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25730.1	3755_0_004978
OG0003281	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25730.1	VVA09561, VVA09556
OG0003282	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25906.1	3755_0_004a29
OG0003282	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25906.1	VVA09745, VVA09744
OG0003283	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25580.1	3755_0_004b48
OG0003283	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25580.1	VVA21170, VVA09385
OG0003284	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26120.1	3755_0_004aa9
OG0003284	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26120.1	VVA10044, VVA10006
OG0003285	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26076.1	3755_0_004c6b
OG0003285	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26076.1	VVA09952, VVA09951
OG0003288	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G29923.1	3755_0_004efb
OG0003288	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29923.1	VVA09890, VVA14049
OG0003289	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25815.1	3755_0_0047c4
OG0003289	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25815.1	VVA09656, VVA09657
OG0003290	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25676.1	3755_0_004839
OG0003290	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25676.1	VVA09493, VVA09492
OG0003291	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26131.1	3755_0_0047fa
OG0003291	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26131.1	VVA10023, VVA10016
OG0003292	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26151.1, TexasF1_G26154.1	VVA10040
OG0003292	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26151.1, TexasF1_G26154.1	3755_0_004bfb
OG0003293	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25872.1	3755_0_004785
OG0003293	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25872.1	VVA09710, VVA09711
OG0003294	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25577.1	3755_0_004534
OG0003294	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25577.1	VVA09379, VVA09380
OG0003295	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25763.1	3755_0_004792
OG0003295	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25763.1	VVA09598, VVA09597
OG0003296	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25974.1	3755_0_004d86
OG0003296	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25974.1	VVA09824, VVA09823
OG0003297	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26053.1	3755_0_00487f
OG0003297	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26053.1	VVA09923, VVA09922
OG0003298	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25769.1	3755_0_0045b1
OG0003298	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25769.1	VVA09604, VVA09603
OG0003299	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25639.1	3755_0_004888
OG0003299	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25639.1	VVA09452, VVA09453
OG0003300	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G4626.1	3755_0_0045d6
OG0003300	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G4626.1	VVA22509, VVA09818
OG0003301	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25688.1	3755_0_004d14
OG0003301	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25688.1	VVA09510, VVA09509
OG0003302	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26090.1	3755_0_00478e
OG0003302	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26090.1	VVA09968, VVA09969
OG0003303	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26012.1	3755_0_004c48
OG0003303	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26012.1	VVA09865, VVA09866
OG0003304	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26112.1	3755_0_0047bb
OG0003304	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26112.1	VVA09996, VVA09997
OG0003305	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26139.1	3755_0_004da3
OG0003305	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26139.1	VVA10026, VVA10027
OG0003306	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26141.1	3755_0_004d52
OG0003306	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26141.1	VVA10029, VVA10030
OG0003307	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25971.1	3755_0_0048a1
OG0003307	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25971.1	VVA09820, VVA09819
OG0003308	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26074.1	3755_0_0044de
OG0003308	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26074.1	VVA09949, VVA09948
OG0003309	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25705.1	3755_0_00492e
OG0003309	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25705.1	VVA09534, VVA09533
OG0003310	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26105.1	3755_0_004759
OG0003310	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26105.1	VVA09986, VVA09987
OG0003311	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26037.1	3755_0_004948
OG0003311	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26037.1	VVA09902, VVA09901
OG0003312	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26148.1	3755_0_004d30
OG0003312	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26148.1	VVA12768, VVA10037
OG0003313	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25557.1	3755_0_00486b
OG0003313	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25557.1	VVA09356, VVA09355
OG0003314	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26024.1	3755_0_004d2d
OG0003314	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26024.1	VVA09883, VVA09884
OG0003315	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26079.1	3755_0_004da6
OG0003315	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26079.1	VVA09955, VVA09956
OG0003316	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25660.1	3755_0_004b88
OG0003316	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25660.1	VVA09478, VVA09477
OG0003317	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26014.1	3755_0_004ab0
OG0003317	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26014.1	VVA09868, VVA09869
OG0003318	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25818.1	3755_0_004612
OG0003318	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25818.1	VVA27876, VVA09660
OG0003319	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26153.1, TexasF1_G26159.1	VVA10048
OG0003319	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26153.1, TexasF1_G26159.1	3755_0_004a69
OG0003320	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25610.1	3755_0_0045b0
OG0003320	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25610.1	VVA09421, VVA09422
OG0003321	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25601.1	3755_0_004cf6
OG0003321	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25601.1	VVA09446, VVA09405
OG0003322	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25608.1	3755_0_00486d
OG0003322	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25608.1	VVA09415, VVA09416
OG0003323	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25685.1	3755_0_00482b
OG0003323	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25685.1	VVA09505, VVA09504
OG0003324	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25681.1, TexasF1_G2612.1	VVA09501
OG0003324	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25681.1, TexasF1_G2612.1	3755_0_004633
OG0003325	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26124.1	3755_0_0046ac
OG0003325	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26124.1	VVA30787, VVA10010
OG0003326	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25710.1	3755_0_004834
OG0003326	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25710.1	VVA09538, VVA09539
OG0003327	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25990.1	3755_0_004c90
OG0003327	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25990.1	VVA09844, VVA09845
OG0003328	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26063.1	3755_0_004676
OG0003328	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26063.1	VVA09936, VVA09935
OG0003329	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26021.1	3755_0_0044ea
OG0003329	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26021.1	VVA09879, VVA09880
OG0003330	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25924.1	3755_0_004b5e
OG0003330	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25924.1	VVA09769, VVA30509
OG0003331	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25945.1	3755_0_004d0d
OG0003331	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25945.1	VVA33590, VVA09786
OG0003332	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26111.1	3755_0_004a74
OG0003332	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26111.1	VVA40749, VVA09995
OG0003333	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G28743.1	3755_0_004fba
OG0003333	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28743.1	VVA18202, VVA09474
OG0003334	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26182.1	3755_0_004663
OG0003334	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26182.1	VVA10071, VVA10072
OG0003335	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26368.1	3755_0_004d19
OG0003335	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26368.1	VVA10303, VVA10304
OG0003336	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26661.1	3755_0_00467a
OG0003336	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26661.1	VVA10667, VVA10666
OG0003337	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26635.1	3755_0_004d4c
OG0003337	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26635.1	VVA10633, VVA10632
OG0003338	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26778.1	3755_0_004699
OG0003338	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26778.1	VVA10807, VVA10806
OG0003339	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26471.1	3755_0_004b24
OG0003339	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26471.1	VVA10425, VVA10424
OG0003340	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26327.1	3755_0_0045e2
OG0003340	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26327.1	VVA10252, VVA10251
OG0003341	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26614.1	3755_0_004770
OG0003341	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26614.1	VVA10606, VVA10605
OG0003342	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26537.1	3755_0_004d4e
OG0003342	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26537.1	VVA10509, VVA10508
OG0003343	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26644.1	3755_0_0049e5
OG0003343	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26644.1	VVA10645, VVA10644
OG0003344	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26525.1	3755_0_004c5d
OG0003344	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26525.1	VVA10492, VVA10493
OG0003345	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26361.1	3755_0_004bf1
OG0003345	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26361.1	VVA10292, VVA10293
OG0003346	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26211.1	3755_0_004874
OG0003346	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26211.1	VVA10111, VVA10112
OG0003347	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26326.1	3755_0_004862
OG0003347	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26326.1	VVA10247, VVA10246
OG0003349	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26605.1	3755_0_004a8e
OG0003349	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26605.1	VVA10586, VVA10587
OG0003350	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26691.1	3755_0_004896
OG0003350	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26691.1	VVA10705, VVA10706
OG0003351	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26719.1	3755_0_004779
OG0003351	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26719.1	VVA10735, VVA10736
OG0003352	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26517.1	3755_0_004a58
OG0003352	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26517.1	VVA10482, VVA10483
OG0003353	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26460.1	3755_0_004a91
OG0003353	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26460.1	VVA10419, VVA10418
OG0003354	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26263.1	3755_0_00455f
OG0003354	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26263.1	VVA10173, VVA10174
OG0003355	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26512.1	3755_0_004a1a
OG0003355	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26512.1	VVA10474, VVA10475
OG0003356	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26513.1	3755_0_0045c3
OG0003356	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26513.1	VVA10476, VVA10477
OG0003357	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26314.1	3755_0_004bd1
OG0003357	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26314.1	VVA10231, VVA10230
OG0003358	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26598.1	3755_0_0047ef
OG0003358	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26598.1	VVA10579, VVA10580
OG0003359	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26227.1	3755_0_004bc4
OG0003359	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26227.1	VVA10134, VVA10133
OG0003360	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26589.1	3755_0_004b0f
OG0003360	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26589.1	VVA10562, VVA10563
OG0003361	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26216.1	3755_0_004d65
OG0003361	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26216.1	VVA10117, VVA23401
OG0003362	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26787.1	3755_0_004bda
OG0003362	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26787.1	VVA10819, VVA10818
OG0003363	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26756.1	3755_0_004617
OG0003363	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26756.1	VVA10782, VVA10781
OG0003364	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26382.1	3755_0_004a60
OG0003364	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26382.1	VVA10321, VVA10322
OG0003365	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26197.1	3755_0_00461a
OG0003365	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26197.1	VVA10091, VVA10092
OG0003366	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26566.1	3755_0_004abd
OG0003366	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26566.1	VVA10535, VVA10534
OG0003367	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26630.1	3755_0_004a1b
OG0003367	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26630.1	VVA10624, VVA10623
OG0003368	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26450.1	3755_0_00474b
OG0003368	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26450.1	VVA10405, VVA10404
OG0003369	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8885.1	3755_0_00169a
OG0003369	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8885.1	VVA23724, VVA10426
OG0003370	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G20257.1	3755_0_003ffc
OG0003370	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20257.1	VVA18803, VVA10592
OG0003371	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26590.1	3755_0_0046d6
OG0003371	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26590.1	VVA10564, VVA10565
OG0003372	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26350.1	3755_0_004d46
OG0003372	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26350.1	VVA10280, VVA10279
OG0003373	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26520.1	3755_0_0048e0
OG0003373	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26520.1	VVA10488, VVA10487
OG0003374	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26659.1	3755_0_00470c
OG0003374	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26659.1	VVA10664, VVA10663
OG0003375	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26726.1	3755_0_004c38
OG0003375	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26726.1	VVA10746, VVA10745
OG0003376	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26608.1	3755_0_00490a
OG0003376	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26608.1	VVA10594, VVA10593
OG0003377	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26242.1	3755_0_0047bd
OG0003377	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26242.1	VVA10151, VVA10150
OG0003378	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26258.1	3755_0_004a5a
OG0003378	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26258.1	VVA10167, VVA39113
OG0003379	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26201.1	3755_0_004bee
OG0003379	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26201.1	VVA10101, VVA10097
OG0003380	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26219.1	3755_0_004acf
OG0003380	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26219.1	VVA10121, VVA10122
OG0003381	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26745.1	3755_0_00479b
OG0003381	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26745.1	VVA10770, VVA10772
OG0003382	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26430.1	3755_0_0048a4
OG0003382	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26430.1	VVA10380, VVA10379
OG0003383	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26288.1	3755_0_0045d3
OG0003383	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26288.1	VVA10204, VVA10205
OG0003384	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26739.1	3755_0_004683
OG0003384	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26739.1	VVA10760, VVA10761
OG0003385	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G21828.1	3755_0_004863
OG0003385	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21828.1	VVA10334, VVA10333
OG0003386	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26282.1	3755_0_004a1e
OG0003386	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26282.1	VVA10197, VVA10198
OG0003387	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26318.1	3755_0_004da8
OG0003387	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26318.1	VVA10236, VVA10237
OG0003388	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26529.1	3755_0_0048e9
OG0003388	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26529.1	VVA10498, VVA10497
OG0003389	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26453.1	3755_0_004a1d
OG0003389	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26453.1	VVA10409, VVA10408
OG0003390	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26198.1	3755_0_004749
OG0003390	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26198.1	VVA10093, VVA10094
OG0003391	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26672.1	3755_0_004681
OG0003391	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26672.1	VVA10681, VVA10682
OG0003392	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26534.1	3755_0_00498f
