Orthogroup	Species	Compara_Prunus_dulcis.ALMONDv2.pep.all	Orthologs
OG0002251	OrthoDB_Prunus_dulcis_CNAG	VVA15164, VVA15163, VVA15165	3755_0_004db5
OG0002252	Texas_F1_protein	VVA15209, VVA15210, VVA15208	TexasF1_G28598.1
OG0002252	OrthoDB_Prunus_dulcis_CNAG	VVA15209, VVA15210, VVA15208	3755_0_005023
OG0002254	Texas_F1_protein	VVA15336, VVA15335, VVA15334	TexasF1_G25239.1
OG0002254	OrthoDB_Prunus_dulcis_CNAG	VVA15336, VVA15335, VVA15334	3755_0_004520
OG0002255	OrthoDB_Prunus_dulcis_CNAG	VVA15482	3755_0_004cf1
OG0002255	Texas_F1_protein	VVA15482	TexasF1_G25371.1, TexasF1_G25387.1, TexasF1_G25388.1
OG0002256	Texas_F1_protein	VVA15320, VVA40319	TexasF1_G25228.1
OG0002256	OrthoDB_Prunus_dulcis_CNAG	VVA15320	3755_0_004bbf
OG0002256	OrthoDB_Prunus_dulcis_CNAG	VVA40319	3755_0_005807
OG0002257	OrthoDB_Prunus_dulcis_CNAG	VVA24429, VVA15382	3755_0_004c5e
OG0002257	Texas_F1_protein	VVA24429	TexasF1_G116.1
OG0002257	Texas_F1_protein	VVA15382	TexasF1_G25277.1
OG0002258	Texas_F1_protein	VVA28821, VVA15366	TexasF1_G25263.1
OG0002258	OrthoDB_Prunus_dulcis_CNAG	VVA28821	3755_0_0058eb
OG0002258	OrthoDB_Prunus_dulcis_CNAG	VVA15366	3755_0_0046b4
OG0002259	Texas_F1_protein	VVA15288, VVA16495	TexasF1_G25198.1
OG0002259	OrthoDB_Prunus_dulcis_CNAG	VVA15288	3755_0_004b25
OG0002259	OrthoDB_Prunus_dulcis_CNAG	VVA16495	3755_0_004322
OG0002260	Texas_F1_protein	VVA15386, VVA15384, VVA15385	TexasF1_G25279.1
OG0002260	OrthoDB_Prunus_dulcis_CNAG	VVA15386, VVA15384, VVA15385	3755_0_00485d
OG0002261	Texas_F1_protein	VVA15968, VVA15466	TexasF1_G25356.1
OG0002261	OrthoDB_Prunus_dulcis_CNAG	VVA15968	3755_0_005320
OG0002261	OrthoDB_Prunus_dulcis_CNAG	VVA15466	3755_0_004acd
OG0002262	Texas_F1_protein	VVA15479	TexasF1_G25368.1, TexasF1_G25384.1, TexasF1_G25383.1
OG0002262	OrthoDB_Prunus_dulcis_CNAG	VVA15479	3755_0_004ca7
OG0002263	Texas_F1_protein	VVA15575, VVA15576, VVA15577	TexasF1_G29015.1
OG0002263	OrthoDB_Prunus_dulcis_CNAG	VVA15575, VVA15576, VVA15577	3755_0_005646
OG0002264	Texas_F1_protein	VVA15510, VVA15511	TexasF1_G28948.1
OG0002264	OrthoDB_Prunus_dulcis_CNAG	VVA15510	3755_0_005393
OG0002264	OrthoDB_Prunus_dulcis_CNAG	VVA15511	3755_0_005397
OG0002265	Texas_F1_protein	VVA15552, VVA15553, VVA15560	TexasF1_G28984.1
OG0002265	OrthoDB_Prunus_dulcis_CNAG	VVA15552, VVA15553, VVA15560	3755_0_0053ee
OG0002266	Texas_F1_protein	VVA15524, VVA15520	TexasF1_G28958.1
OG0002266	OrthoDB_Prunus_dulcis_CNAG	VVA15524	3755_0_005027
OG0002266	OrthoDB_Prunus_dulcis_CNAG	VVA15520	3755_0_005585
OG0002267	Texas_F1_protein	VVA15625, VVA15624	TexasF1_G29059.1, TexasF1_G29060.1
OG0002267	OrthoDB_Prunus_dulcis_CNAG	VVA15625, VVA15624	3755_0_004f1b
OG0002268	Texas_F1_protein	VVA15555, VVA15554	TexasF1_G28985.1
OG0002268	OrthoDB_Prunus_dulcis_CNAG	VVA15555	3755_0_005943
OG0002268	OrthoDB_Prunus_dulcis_CNAG	VVA15554	3755_0_005425
OG0002269	Texas_F1_protein	VVA15741, VVA15742, VVA15743	TexasF1_G29162.1
OG0002269	OrthoDB_Prunus_dulcis_CNAG	VVA15741, VVA15742, VVA15743	3755_0_005028
OG0002270	Texas_F1_protein	VVA15730, VVA15732, VVA15731	TexasF1_G29155.1
OG0002270	OrthoDB_Prunus_dulcis_CNAG	VVA15730, VVA15732, VVA15731	3755_0_005263
OG0002271	Texas_F1_protein	VVA15539, VVA15538, VVA15540	TexasF1_G28969.1
OG0002271	OrthoDB_Prunus_dulcis_CNAG	VVA15539, VVA15538, VVA15540	3755_0_004f9e
OG0002272	Texas_F1_protein	VVA38267, VVA39025, VVA15687	TexasF1_G29116.1
OG0002272	OrthoDB_Prunus_dulcis_CNAG	VVA38267, VVA39025, VVA15687	3755_0_004e9e
OG0002273	Texas_F1_protein	VVA15712, VVA15711, VVA15713	TexasF1_G29139.1
OG0002273	OrthoDB_Prunus_dulcis_CNAG	VVA15712, VVA15711, VVA15713	3755_0_004e1b
OG0002274	OrthoDB_Prunus_dulcis_CNAG	VVA15772	3755_0_004faf
OG0002274	Texas_F1_protein	VVA15772	TexasF1_G29437.1
OG0002275	Texas_F1_protein	VVA15970, VVA15972, VVA15971	TexasF1_G29609.1
OG0002275	OrthoDB_Prunus_dulcis_CNAG	VVA15970, VVA15972, VVA15971	3755_0_0055be
OG0002276	Texas_F1_protein	VVA20339, VVA15948	TexasF1_G29591.1
OG0002276	OrthoDB_Prunus_dulcis_CNAG	VVA20339	3755_0_001cda
OG0002276	OrthoDB_Prunus_dulcis_CNAG	VVA15948	3755_0_0054aa
OG0002277	Texas_F1_protein	VVA15891, VVA35795, VVA28095	TexasF1_G2943.1
OG0002277	OrthoDB_Prunus_dulcis_CNAG	VVA15891, VVA35795, VVA28095	3755_0_00115b
OG0002278	Texas_F1_protein	VVA15868, VVA41198	TexasF1_G29524.1
OG0002278	OrthoDB_Prunus_dulcis_CNAG	VVA15868	3755_0_004f98
OG0002278	OrthoDB_Prunus_dulcis_CNAG	VVA41198	3755_0_0058e2
OG0002279	Texas_F1_protein	VVA21421, VVA15937, VVA36723	TexasF1_G19676.1
OG0002279	OrthoDB_Prunus_dulcis_CNAG	VVA21421, VVA15937, VVA36723	3755_0_0038ca
OG0002280	Texas_F1_protein	VVA15787, VVA19653, VVA19652	TexasF1_G19965.1
OG0002280	OrthoDB_Prunus_dulcis_CNAG	VVA15787, VVA19653, VVA19652	3755_0_0036e8
OG0002281	OrthoDB_Prunus_dulcis_CNAG	VVA15822	3755_0_005330
OG0002281	Texas_F1_protein	VVA15822	TexasF1_G29486.1
OG0002282	Texas_F1_protein	VVA15991, VVA15990, VVA15989	TexasF1_G29620.1
OG0002282	OrthoDB_Prunus_dulcis_CNAG	VVA15991, VVA15990, VVA15989	3755_0_0052e5
OG0002283	Texas_F1_protein	VVA15906, VVA38845	TexasF1_G1097.1
OG0002283	OrthoDB_Prunus_dulcis_CNAG	VVA15906	3755_0_00539d
OG0002283	OrthoDB_Prunus_dulcis_CNAG	VVA38845	3755_0_0012b7
OG0002284	Texas_F1_protein	VVA15860, VVA15861	TexasF1_G27236.1, TexasF1_G29519.1
OG0002284	OrthoDB_Prunus_dulcis_CNAG	VVA15860, VVA15861	3755_0_00527c
OG0002285	Texas_F1_protein	VVA32052	TexasF1_G6555.1
OG0002285	OrthoDB_Prunus_dulcis_CNAG	VVA32052	3755_0_001223
OG0002285	Texas_F1_protein	VVA15947	TexasF1_G29589.1
OG0002286	Texas_F1_protein	VVA16174, VVA16184	TexasF1_G1008.1
OG0002286	OrthoDB_Prunus_dulcis_CNAG	VVA16174	3755_0_0007f0
OG0002286	OrthoDB_Prunus_dulcis_CNAG	VVA16184	3755_0_00035c
OG0002287	Texas_F1_protein	VVA16101, VVA16103, VVA16102	TexasF1_G935.1
OG0002287	OrthoDB_Prunus_dulcis_CNAG	VVA16101, VVA16103, VVA16102	3755_0_000881
OG0002288	Texas_F1_protein	VVA16099, VVA16098, VVA16097	TexasF1_G933.1
OG0002288	OrthoDB_Prunus_dulcis_CNAG	VVA16099, VVA16098, VVA16097	3755_0_0001a8
OG0002289	Texas_F1_protein	VVA16126, VVA16128, VVA16127	TexasF1_G968.1
OG0002289	OrthoDB_Prunus_dulcis_CNAG	VVA16126, VVA16128, VVA16127	3755_0_000e4f
OG0002290	Texas_F1_protein	VVA16090	TexasF1_G924.1
OG0002290	OrthoDB_Prunus_dulcis_CNAG	VVA16090	3755_0_00062b
OG0002291	Texas_F1_protein	VVA16185, VVA16175	TexasF1_G1009.1
OG0002291	OrthoDB_Prunus_dulcis_CNAG	VVA16185	3755_0_00032a
OG0002291	OrthoDB_Prunus_dulcis_CNAG	VVA16175	3755_0_000cd4
OG0002292	Texas_F1_protein	VVA16041, VVA40464, VVA16040	TexasF1_G874.1
OG0002292	OrthoDB_Prunus_dulcis_CNAG	VVA16041, VVA40464, VVA16040	3755_0_000d34
OG0002293	Texas_F1_protein	VVA16227, VVA16228, VVA21758	TexasF1_G6135.1
OG0002293	OrthoDB_Prunus_dulcis_CNAG	VVA16227, VVA16228, VVA21758	3755_0_001212
OG0002294	Texas_F1_protein	VVA16302, VVA16303, VVA16301	TexasF1_G6194.1
OG0002294	OrthoDB_Prunus_dulcis_CNAG	VVA16302, VVA16303, VVA16301	3755_0_0009b4
OG0002295	OrthoDB_Prunus_dulcis_CNAG	VVA16212	3755_0_001d8f
OG0002295	Texas_F1_protein	VVA16212	TexasF1_G11085.1, TexasF1_G18061.1, TexasF1_G12299.1
OG0002296	Texas_F1_protein	VVA16240, VVA16211, VVA16210	TexasF1_G6123.1
OG0002296	OrthoDB_Prunus_dulcis_CNAG	VVA16240, VVA16211, VVA16210	3755_0_000e4d
OG0002297	Texas_F1_protein	VVA16233, VVA16230	TexasF1_G6139.1
OG0002297	OrthoDB_Prunus_dulcis_CNAG	VVA16233	3755_0_000e0d
OG0002297	OrthoDB_Prunus_dulcis_CNAG	VVA16230	3755_0_000608
OG0002298	OrthoDB_Prunus_dulcis_CNAG	VVA16200	3755_0_0012c5
OG0002298	Texas_F1_protein	VVA16200	TexasF1_G6113.1
OG0002299	Texas_F1_protein	VVA35698, VVA16186	TexasF1_G6101.1
OG0002299	OrthoDB_Prunus_dulcis_CNAG	VVA35698	3755_0_00337d
OG0002299	OrthoDB_Prunus_dulcis_CNAG	VVA16186	3755_0_00080d
OG0002300	Texas_F1_protein	VVA41207, VVA16291	TexasF1_G6186.1
OG0002300	OrthoDB_Prunus_dulcis_CNAG	VVA41207	3755_0_0058e6
OG0002300	OrthoDB_Prunus_dulcis_CNAG	VVA16291	3755_0_000b45
OG0002301	Texas_F1_protein	VVA41208, VVA16292	TexasF1_G6187.1
OG0002301	OrthoDB_Prunus_dulcis_CNAG	VVA41208	3755_0_0058e7
OG0002301	OrthoDB_Prunus_dulcis_CNAG	VVA16292	3755_0_000235
OG0002302	Texas_F1_protein	VVA16289, VVA23400	TexasF1_G22562.1
OG0002302	OrthoDB_Prunus_dulcis_CNAG	VVA16289	3755_0_00070b
OG0002302	OrthoDB_Prunus_dulcis_CNAG	VVA23400	3755_0_003f8b
OG0002303	Texas_F1_protein	VVA41444, VVA16315	TexasF1_G6203.1
OG0002303	OrthoDB_Prunus_dulcis_CNAG	VVA41444	3755_0_000211
OG0002303	OrthoDB_Prunus_dulcis_CNAG	VVA16315	3755_0_00017f
OG0002304	Texas_F1_protein	VVA16380	TexasF1_G3367.1
OG0002304	OrthoDB_Prunus_dulcis_CNAG	VVA16380	3755_0_00125b, 3755_0_003d7b, 3755_0_0041eb
OG0002305	Texas_F1_protein	VVA16390, VVA16386	TexasF1_G20351.1
OG0002305	OrthoDB_Prunus_dulcis_CNAG	VVA16390	3755_0_003e57
OG0002305	OrthoDB_Prunus_dulcis_CNAG	VVA16386	3755_0_0041e3
OG0002306	Texas_F1_protein	VVA16532, VVA37604, VVA37603	TexasF1_G11742.1
OG0002306	OrthoDB_Prunus_dulcis_CNAG	VVA16532, VVA37604, VVA37603	3755_0_001e49
OG0002307	Texas_F1_protein	VVA16389, VVA16393	TexasF1_G20354.1
OG0002307	OrthoDB_Prunus_dulcis_CNAG	VVA16389	3755_0_0042a6
OG0002307	OrthoDB_Prunus_dulcis_CNAG	VVA16393	3755_0_004096
OG0002308	Texas_F1_protein	VVA16451, VVA16450, VVA16449	TexasF1_G20417.1
OG0002308	OrthoDB_Prunus_dulcis_CNAG	VVA16451, VVA16450, VVA16449	3755_0_003972
OG0002309	Texas_F1_protein	VVA16491, VVA16489, VVA16490	TexasF1_G20452.1
OG0002309	OrthoDB_Prunus_dulcis_CNAG	VVA16491, VVA16489, VVA16490	3755_0_003d96
OG0002310	OrthoDB_Prunus_dulcis_CNAG	VVA16436	3755_0_003a5a
OG0002310	Texas_F1_protein	VVA16436	TexasF1_G20398.1, TexasF1_G20393.1, TexasF1_G20403.1
OG0002311	Texas_F1_protein	VVA16387, VVA16391	TexasF1_G20352.1
OG0002311	OrthoDB_Prunus_dulcis_CNAG	VVA16387	3755_0_004210
OG0002311	OrthoDB_Prunus_dulcis_CNAG	VVA16391	3755_0_003a2d
OG0002312	Texas_F1_protein	VVA16368	TexasF1_G20339.1, TexasF1_G20340.1
OG0002312	OrthoDB_Prunus_dulcis_CNAG	VVA16368	3755_0_003963, 3755_0_00429d
OG0002313	OrthoDB_Prunus_dulcis_CNAG	VVA16513	3755_0_0042e6
OG0002313	Texas_F1_protein	VVA16513	TexasF1_G20473.1
OG0002314	OrthoDB_Prunus_dulcis_CNAG	VVA16681, VVA16682	3755_0_002838
OG0002314	Texas_F1_protein	VVA16681	TexasF1_G15747.1
OG0002314	Texas_F1_protein	VVA16682	TexasF1_G8617.1
OG0002315	Texas_F1_protein	VVA19017, VVA16587, VVA19020	TexasF1_G15605.1
OG0002315	OrthoDB_Prunus_dulcis_CNAG	VVA19017, VVA16587, VVA19020	3755_0_002c38
OG0002316	Texas_F1_protein	VVA16638, VVA41577	TexasF1_G15711.1
OG0002316	OrthoDB_Prunus_dulcis_CNAG	VVA16638	3755_0_00280a
OG0002316	OrthoDB_Prunus_dulcis_CNAG	VVA41577	3755_0_00595a
OG0002317	Texas_F1_protein	VVA32041, VVA16597, VVA32042	TexasF1_G20609.1
OG0002317	OrthoDB_Prunus_dulcis_CNAG	VVA32041, VVA16597, VVA32042	3755_0_003e49
OG0002318	OrthoDB_Prunus_dulcis_CNAG	VVA28161, VVA16600	3755_0_004bca
OG0002318	Texas_F1_protein	VVA28161	TexasF1_G25017.1
OG0002318	Texas_F1_protein	VVA16600	TexasF1_G28425.1
OG0002319	Texas_F1_protein	VVA16636, VVA41579	TexasF1_G15710.1
OG0002319	OrthoDB_Prunus_dulcis_CNAG	VVA16636	3755_0_005958
OG0002319	OrthoDB_Prunus_dulcis_CNAG	VVA41579	3755_0_002995
OG0002320	Texas_F1_protein	VVA16778, VVA16779, VVA16777	TexasF1_G1871.1
OG0002320	OrthoDB_Prunus_dulcis_CNAG	VVA16778, VVA16779, VVA16777	3755_0_000eeb
OG0002321	Texas_F1_protein	VVA33174, VVA16828, VVA16827	TexasF1_G1911.1, TexasF1_G1916.1
OG0002322	Texas_F1_protein	VVA16883, VVA22832, VVA22831	TexasF1_G16170.1
OG0002322	OrthoDB_Prunus_dulcis_CNAG	VVA16883, VVA22832, VVA22831	3755_0_002957
OG0002323	Texas_F1_protein	VVA16797, VVA16795, VVA16796	TexasF1_G1886.1
OG0002323	OrthoDB_Prunus_dulcis_CNAG	VVA16797, VVA16795, VVA16796	3755_0_00077c
OG0002324	Texas_F1_protein	VVA16859, VVA16857, VVA16858	TexasF1_G1939.1
OG0002324	OrthoDB_Prunus_dulcis_CNAG	VVA16859, VVA16857, VVA16858	3755_0_00083a
OG0002325	Texas_F1_protein	VVA40524, VVA16840	TexasF1_G1927.1
OG0002325	OrthoDB_Prunus_dulcis_CNAG	VVA40524	3755_0_001019
OG0002325	OrthoDB_Prunus_dulcis_CNAG	VVA16840	3755_0_000f29
OG0002326	Texas_F1_protein	VVA34906, VVA16820, VVA16819	TexasF1_G1906.1
OG0002326	OrthoDB_Prunus_dulcis_CNAG	VVA34906, VVA16820, VVA16819	3755_0_000ead
OG0002327	OrthoDB_Prunus_dulcis_CNAG	VVA16831, VVA16832	3755_0_00080e
OG0002327	Texas_F1_protein	VVA16831	TexasF1_G1914.1
OG0002327	Texas_F1_protein	VVA16832	TexasF1_G1919.1
OG0002328	Texas_F1_protein	VVA16855	TexasF1_G15615.1
OG0002328	OrthoDB_Prunus_dulcis_CNAG	VVA16855	3755_0_00030c
OG0002328	Texas_F1_protein	VVA16856	TexasF1_G1938.1
OG0002329	Texas_F1_protein	VVA41150, VVA16760	TexasF1_G1860.1
OG0002329	OrthoDB_Prunus_dulcis_CNAG	VVA41150	3755_0_0058d1
OG0002329	OrthoDB_Prunus_dulcis_CNAG	VVA16760	3755_0_0001af
OG0002330	OrthoDB_Prunus_dulcis_CNAG	VVA16829	3755_0_000b4f
OG0002330	Texas_F1_protein	VVA16829	TexasF1_G1912.1, TexasF1_G1917.1, TexasF1_G13889.1
OG0002331	Texas_F1_protein	VVA16740, VVA41138	TexasF1_G27697.1, TexasF1_G27698.1
OG0002331	OrthoDB_Prunus_dulcis_CNAG	VVA16740, VVA41138	3755_0_0058ce
OG0002332	Texas_F1_protein	VVA16985, VVA16983, VVA16984	TexasF1_G19289.1
OG0002332	OrthoDB_Prunus_dulcis_CNAG	VVA16985, VVA16983, VVA16984	3755_0_0037c8
OG0002333	Texas_F1_protein	VVA17088	TexasF1_G19389.1, TexasF1_G19394.1, TexasF1_G26463.1
OG0002333	OrthoDB_Prunus_dulcis_CNAG	VVA17088	3755_0_003142
OG0002334	Texas_F1_protein	VVA17041, VVA17042, VVA17043	TexasF1_G19338.1
OG0002334	OrthoDB_Prunus_dulcis_CNAG	VVA17041, VVA17042, VVA17043	3755_0_0038a0
OG0002335	Texas_F1_protein	VVA17029, VVA17030, VVA17031	TexasF1_G19325.1
OG0002335	OrthoDB_Prunus_dulcis_CNAG	VVA17029, VVA17030, VVA17031	3755_0_00345d
OG0002336	Texas_F1_protein	VVA16992, VVA16993, VVA16989	TexasF1_G19295.1
OG0002336	OrthoDB_Prunus_dulcis_CNAG	VVA16992, VVA16993, VVA16989	3755_0_00343b
OG0002337	Texas_F1_protein	VVA16921, VVA17692	TexasF1_G13603.1
OG0002337	OrthoDB_Prunus_dulcis_CNAG	VVA16921	3755_0_0034e4
OG0002337	OrthoDB_Prunus_dulcis_CNAG	VVA17692	3755_0_001d9e
OG0002338	OrthoDB_Prunus_dulcis_CNAG	VVA17192, VVA17191	3755_0_0031a1
OG0002338	Texas_F1_protein	VVA17192, VVA17191	TexasF1_G16634.1, TexasF1_G17534.1
OG0002339	OrthoDB_Prunus_dulcis_CNAG	VVA17220	3755_0_000de2, 3755_0_003326
OG0002339	Texas_F1_protein	VVA17220	TexasF1_G3331.1, TexasF1_G18608.1
OG0002340	OrthoDB_Prunus_dulcis_CNAG	VVA17125	3755_0_00356a
OG0002340	Texas_F1_protein	VVA17125	TexasF1_G463.1
OG0002340	Texas_F1_protein	VVA17124	TexasF1_G17482.1
OG0002341	OrthoDB_Prunus_dulcis_CNAG	VVA17139, VVA17140	3755_0_00323a
OG0002341	Texas_F1_protein	VVA17139	TexasF1_G453.1
OG0002341	Texas_F1_protein	VVA17140	TexasF1_G17494.1
OG0002342	Texas_F1_protein	VVA27735, VVA17235	TexasF1_G3578.1
OG0002342	OrthoDB_Prunus_dulcis_CNAG	VVA27735	3755_0_00352f
OG0002342	OrthoDB_Prunus_dulcis_CNAG	VVA17235	3755_0_0006d0
OG0002343	Texas_F1_protein	VVA17117, VVA17116	TexasF1_G2711.1, TexasF1_G17475.1
OG0002343	OrthoDB_Prunus_dulcis_CNAG	VVA17117, VVA17116	3755_0_00314d
OG0002344	Texas_F1_protein	VVA34367, VVA17226, VVA17225	TexasF1_G17565.1
OG0002344	OrthoDB_Prunus_dulcis_CNAG	VVA34367, VVA17226, VVA17225	3755_0_0036a4
OG0002345	Texas_F1_protein	VVA17180, VVA41203	TexasF1_G16643.1
OG0002345	OrthoDB_Prunus_dulcis_CNAG	VVA17180	3755_0_00359f
OG0002345	OrthoDB_Prunus_dulcis_CNAG	VVA41203	3755_0_0032f4
OG0002346	Texas_F1_protein	VVA30702, VVA17155, VVA22530	TexasF1_G14000.1
OG0002346	OrthoDB_Prunus_dulcis_CNAG	VVA30702, VVA17155, VVA22530	3755_0_002b86
OG0002347	Texas_F1_protein	VVA17329, VVA17328, VVA17327	TexasF1_G22692.1
OG0002347	OrthoDB_Prunus_dulcis_CNAG	VVA17329, VVA17328, VVA17327	3755_0_003ee1
OG0002348	Texas_F1_protein	VVA30547, VVA17321, VVA17320	TexasF1_G22688.1
OG0002348	OrthoDB_Prunus_dulcis_CNAG	VVA30547, VVA17321, VVA17320	3755_0_00401e
OG0002349	Texas_F1_protein	VVA17303, VVA17304, VVA17302	TexasF1_G22674.1
OG0002349	OrthoDB_Prunus_dulcis_CNAG	VVA17303, VVA17304, VVA17302	3755_0_003ece
OG0002350	OrthoDB_Prunus_dulcis_CNAG	VVA17344	3755_0_003bdd, 3755_0_004182
OG0002350	Texas_F1_protein	VVA17344	TexasF1_G22704.1, TexasF1_G21042.1
OG0002351	Texas_F1_protein	VVA17251, VVA17249	TexasF1_G22631.1
OG0002351	OrthoDB_Prunus_dulcis_CNAG	VVA17251	3755_0_004155
OG0002351	OrthoDB_Prunus_dulcis_CNAG	VVA17249	3755_0_004260
OG0002352	Texas_F1_protein	VVA17368, VVA17367, VVA17366	TexasF1_G22724.1
OG0002352	OrthoDB_Prunus_dulcis_CNAG	VVA17368, VVA17367, VVA17366	3755_0_0042c1
OG0002353	Texas_F1_protein	VVA17275, VVA17270	TexasF1_G22649.1
OG0002353	OrthoDB_Prunus_dulcis_CNAG	VVA17275	3755_0_003b18
OG0002353	OrthoDB_Prunus_dulcis_CNAG	VVA17270	3755_0_003f08
OG0002354	OrthoDB_Prunus_dulcis_CNAG	VVA41137	3755_0_00409f
OG0002354	OrthoDB_Prunus_dulcis_CNAG	VVA17237	3755_0_00403c, 3755_0_0039db
OG0002355	Texas_F1_protein	VVA17293, VVA40227	TexasF1_G22664.1
OG0002355	OrthoDB_Prunus_dulcis_CNAG	VVA17293	3755_0_0006c9
OG0002355	OrthoDB_Prunus_dulcis_CNAG	VVA40227	3755_0_003e3a
OG0002356	Texas_F1_protein	VVA17490, VVA40441	TexasF1_G12789.1
OG0002356	OrthoDB_Prunus_dulcis_CNAG	VVA17490	3755_0_002649
OG0002356	OrthoDB_Prunus_dulcis_CNAG	VVA40441	3755_0_00582d
OG0002357	Texas_F1_protein	VVA17595, VVA17593, VVA17594	TexasF1_G12883.1
OG0002357	OrthoDB_Prunus_dulcis_CNAG	VVA17595, VVA17593, VVA17594	3755_0_001e67
OG0002358	Texas_F1_protein	VVA17484, VVA40435	TexasF1_G12784.1
OG0002358	OrthoDB_Prunus_dulcis_CNAG	VVA17484	3755_0_00249b
OG0002358	OrthoDB_Prunus_dulcis_CNAG	VVA40435	3755_0_005826
OG0002359	Texas_F1_protein	VVA17623, VVA17624	TexasF1_G12906.1
OG0002359	OrthoDB_Prunus_dulcis_CNAG	VVA17623	3755_0_001f2a
OG0002359	OrthoDB_Prunus_dulcis_CNAG	VVA17624	3755_0_001d7a
OG0002360	Texas_F1_protein	VVA17604, VVA17605	TexasF1_G12893.1
OG0002360	OrthoDB_Prunus_dulcis_CNAG	VVA17604	3755_0_001e61
OG0002360	OrthoDB_Prunus_dulcis_CNAG	VVA17605	3755_0_0026e1
OG0002361	Texas_F1_protein	VVA17485, VVA40437	TexasF1_G12786.1
OG0002361	OrthoDB_Prunus_dulcis_CNAG	VVA17485	3755_0_005825
OG0002361	OrthoDB_Prunus_dulcis_CNAG	VVA40437	3755_0_002600
OG0002362	Texas_F1_protein	VVA28574, VVA17609, VVA28575	TexasF1_G12420.1
OG0002362	OrthoDB_Prunus_dulcis_CNAG	VVA28574, VVA17609, VVA28575	3755_0_002460
OG0002363	Texas_F1_protein	VVA17489, VVA40440	TexasF1_G12788.1
OG0002363	OrthoDB_Prunus_dulcis_CNAG	VVA17489	3755_0_0022f8
OG0002363	OrthoDB_Prunus_dulcis_CNAG	VVA40440	3755_0_00582a
OG0002364	Texas_F1_protein	VVA17627, VVA19007, VVA28764, VVA38610	TexasF1_G12908.1
OG0002365	Texas_F1_protein	VVA17446, VVA17447, VVA30671	TexasF1_G12742.1
OG0002365	OrthoDB_Prunus_dulcis_CNAG	VVA17446, VVA17447, VVA30671	3755_0_0024fa
OG0002366	Texas_F1_protein	VVA40442, VVA17491	TexasF1_G12790.1
OG0002366	OrthoDB_Prunus_dulcis_CNAG	VVA40442	3755_0_005829
OG0002366	OrthoDB_Prunus_dulcis_CNAG	VVA17491	3755_0_001e2b
OG0002367	Texas_F1_protein	VVA17863, VVA17864, VVA17862	TexasF1_G13736.1
OG0002367	OrthoDB_Prunus_dulcis_CNAG	VVA17863, VVA17864, VVA17862	3755_0_0026b5
OG0002368	Texas_F1_protein	VVA17830, VVA25839	TexasF1_G19088.1
OG0002368	OrthoDB_Prunus_dulcis_CNAG	VVA17830	3755_0_002511
OG0002368	OrthoDB_Prunus_dulcis_CNAG	VVA25839	3755_0_0031e7
OG0002369	Texas_F1_protein	VVA17651, VVA17650, VVA17649	TexasF1_G13568.1
OG0002369	OrthoDB_Prunus_dulcis_CNAG	VVA17651, VVA17650, VVA17649	3755_0_001f5a
OG0002370	Texas_F1_protein	VVA17639, VVA17638, VVA17637	TexasF1_G13560.1
OG0002370	OrthoDB_Prunus_dulcis_CNAG	VVA17639, VVA17638, VVA17637	3755_0_002047
OG0002371	Texas_F1_protein	VVA17843, VVA17848	TexasF1_G13721.1
OG0002371	OrthoDB_Prunus_dulcis_CNAG	VVA17843, VVA17848	3755_0_001dda, 3755_0_00240c
OG0002372	Texas_F1_protein	VVA17632, VVA28372	TexasF1_G13556.1
OG0002372	OrthoDB_Prunus_dulcis_CNAG	VVA17632	3755_0_00234e
OG0002372	OrthoDB_Prunus_dulcis_CNAG	VVA28372	3755_0_0028c6
OG0002373	Texas_F1_protein	VVA17654, VVA17656, VVA17655	TexasF1_G13570.1
OG0002373	OrthoDB_Prunus_dulcis_CNAG	VVA17654, VVA17656, VVA17655	3755_0_002686
OG0002374	Texas_F1_protein	VVA17713, VVA17711, VVA17712	TexasF1_G13618.1
OG0002374	OrthoDB_Prunus_dulcis_CNAG	VVA17713, VVA17711, VVA17712	3755_0_0020ed
OG0002375	Texas_F1_protein	VVA17644, VVA17643	TexasF1_G13564.1
OG0002375	OrthoDB_Prunus_dulcis_CNAG	VVA17644	3755_0_001d7f
OG0002375	OrthoDB_Prunus_dulcis_CNAG	VVA17643	3755_0_00262e
OG0002376	Texas_F1_protein	VVA17703, VVA17702	TexasF1_G13611.1
OG0002376	OrthoDB_Prunus_dulcis_CNAG	VVA17703	3755_0_002276
OG0002376	OrthoDB_Prunus_dulcis_CNAG	VVA17702	3755_0_00212d
OG0002377	Texas_F1_protein	VVA17761, VVA17760	TexasF1_G13654.1
OG0002377	OrthoDB_Prunus_dulcis_CNAG	VVA17761	3755_0_0022b9
OG0002377	OrthoDB_Prunus_dulcis_CNAG	VVA17760	3755_0_001deb
OG0002378	Texas_F1_protein	VVA17885, VVA17886, VVA17884	TexasF1_G3901.1
OG0002378	OrthoDB_Prunus_dulcis_CNAG	VVA17885, VVA17886, VVA17884	3755_0_000acb
OG0002379	OrthoDB_Prunus_dulcis_CNAG	VVA17965	3755_0_0005fe
OG0002379	Texas_F1_protein	VVA17965	TexasF1_G3970.1, TexasF1_G13073.1, TexasF1_G13095.1
OG0002380	Texas_F1_protein	VVA17918, VVA30264, VVA36908	TexasF1_G3928.1
OG0002380	OrthoDB_Prunus_dulcis_CNAG	VVA17918, VVA30264, VVA36908	3755_0_000f30
