Orthogroup	Species	Prunus_armeniaca_Marouch_n14_peptide	Orthologs
OG0000115	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G438700.t1.p1_1, PruarM.6G178000.t1.p1_1, PruarM.6G171000.t1.p1_1, PruarM.6G176600.t1.p1_1, PruarM.6G175900.t1.p1_1, PruarM.6G178100.t1.p1_1, PruarM.6G176100.t1.p1_1, PruarM.6G175500.t1.p1_1, PruarM.6G175400.t1.p1_1, PruarM.2G483400.t1.p1_1, PruarM.2G238600.t1.p1_1, PruarM.2G239200.t1.p1_1, PruarM.2G240200.t1.p1_1, PruarM.2G238700.t1.p1_1, PruarM.6G479800.t1.p1_1, PruarM.2G082600.t1.p1_1, PruarM.2G082900.t1.p1_1, PruarM.2G084000.t1.p1_1, PruarM.2G085600.t1.p1_1, PruarM.2G217900.t1.p1_1, PruarM.2G218300.t1.p1_1, PruarM.2G199100.t1.p1_1, PruarM.2G200100.t1.p1_1, PruarM.2G200500.t1.p1_1, PruarM.2G201800.t1.p1_1, PruarM.2G211000.t1.p1_1, PruarM.2G200900.t1.p1_1, PruarM.2G203500.t1.p1_1, PruarM.2G202000.t1.p1_1, PruarM.2G201700.t1.p1_1, PruarM.2G200700.t1.p1_1, PruarM.2G209100.t1.p1_1	36596_0_0025bc
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G215800.t1.p1_1	36596_0_002535
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G160200.t1.p1_1, PruarM.4G406800.t1.p1_1, PruarM.4G406800.t2.p1_1	36596_0_00143b, 36596_0_0060eb, 36596_0_006754, 36596_0_004313
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G027300.t1.p1_1	36596_0_00550d, 36596_0_0046db
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G302400.t1.p1_1	36596_0_0054f9
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G100000.t1.p1_1, PruarM.2G243400.t1.p1_1	36596_0_001a5c
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G100100.t1.p1_1	36596_0_006cf3
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G304900.t1.p1_1	36596_0_006aae, 36596_0_002044
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G140200.t1.p1_1	36596_0_0056d5
OG0000119	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G029600.t1.p1_1	36596_0_00006b
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G027000.t1.p1_1	36596_0_001abf
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G025800.t1.p1_1, PruarM.2G026900.t1.p1_1, PruarM.2G025900.t1.p1_1	36596_0_001c0a
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G027200.t1.p1_1, PruarM.2G028500.t1.p1_1, PruarM.2G027200.t2.p1_1, PruarM.2G028500.t2.p1_1	36596_0_002288
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G029200.t1.p1_1	36596_0_0019ca
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G337500.t1.p1_1	36596_0_003c04
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G112800.t1.p1_1	36596_0_003426
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G114600.t1.p1_1	36596_0_003215
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G115800.t1.p1_1	36596_0_0032d9
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G007900.t1.p1_1	36596_0_004af1
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G008000.t1.p1_1	36596_0_004c34
OG0000120	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G809100.t1.p1_1	36596_0_005b70, 36596_0_005c79, 36596_0_000aa8
OG0000121	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G075600.t1.p1_1	36596_0_002ad3, 36596_0_003bd6
OG0000121	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G212800.t1.p1_1	36596_0_0073b9
OG0000121	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G363400.t1.p1_1, PruarM.6G201800.t1.p1_1, PruarM.7G107200.t1.p1_1	36596_0_005fdf
OG0000121	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G363300.t1.p1_1	36596_0_0069cc
OG0000121	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G039900.t1.p1_1, PruarM.1G485200.t1.p1_1, PruarM.1G515900.t1.p1_1, PruarM.4G363800.t1.p1_1, PruarM.4G127500.t1.p1_1, PruarM.8G072800.t1.p1_1, PruarM.8G149300.t1.p1_1, PruarM.4G336400.t1.p1_1, PruarM.4G363900.t1.p1_1, PruarM.4G336500.t1.p1_1, PruarM.1G485100.t1.p1_1	36596_0_0040c8
OG0000121	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G322500.t1.p1_1	36596_0_000b34, 36596_0_003bf7, 36596_0_006daf, 36596_0_00434f
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G284000.t1.p1_1	36596_0_0019bf
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G116800.t1.p1_1	36596_0_00321a
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G186600.t2.p1_1, PruarM.4G186600.t1.p1_1	36596_0_004263
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G156300.t1.p1_1	36596_0_003f3a, 36596_0_00598a, 36596_0_005bd7
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G145600.t1.p1_1	36596_0_005952, 36596_0_005e8c
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G148200.t1.p1_1	36596_0_003296
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G245200.t1.p1_1	36596_0_002d4e
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G342800.t1.p1_1	36596_0_006af7
OG0000122	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G097200.t1.p1_1	36596_0_006f4d
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G212200.t1.p1_1	36596_0_006e4b
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G211500.t1.p1_1, PruarM.8G211500.t2.p1_1	36596_0_006c52
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G211200.t1.p1_1, PruarM.8G211200.t2.p1_1	36596_0_007100
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G212000.t1.p1_1	36596_0_007540
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G211900.t1.p1_1	36596_0_006eb4
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G211600.t1.p1_1	36596_0_0071bd
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G212800.t1.p1_1	36596_0_006bd1
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G212600.t1.p1_1	36596_0_00724b
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G212100.t1.p1_1	36596_0_006e20, 36596_0_0073d2
OG0000123	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G212500.t1.p1_1, PruarM.8G212400.t1.p1_1	36596_0_007225
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G231300.t1.p1_1	36596_0_003c78
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G203000.t1.p1_1	36596_0_00584f
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G232400.t1.p1_1	36596_0_000ea9, 36596_0_0018a6
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G193300.t1.p1_1	36596_0_004f05
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G327400.t1.p1_1, PruarM.7G127000.t1.p1_1	36596_0_006a4f
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G423200.t1.p1_1	36596_0_002ea0, 36596_0_004352, 36596_0_0044dc
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G622300.t1.p1_1	36596_0_0001a4
OG0000124	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G291000.t1.p1_1, PruarM.1G337500.t1.p1_1, PruarM.1G384300.t1.p1_1, PruarM.7G194400.t1.p1_1, PruarM.6G142200.t1.p1_1, PruarM.6G434700.t1.p1_1, PruarM.4G462500.t1.p1_1	36596_0_0041ef
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G368700.t1.p1_1	36596_0_000745
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G235500.t1.p1_1	36596_0_001e2c
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G235600.t1.p1_1	36596_0_001b7e, 36596_0_004e53, 36596_0_003771, 36596_0_003ef0, 36596_0_003608
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G128300.t1.p1_1	36596_0_005212
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G340400.t1.p1_1	36596_0_00096a
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G340900.t1.p1_1	36596_0_000028
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G326500.t1.p1_1	36596_0_00380b
OG0000125	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G058000.t1.p1_1	36596_0_003d68
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G075900.t1.p1_1	36596_0_00015b
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G076000.t1.p1_1	36596_0_000196
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G076100.t1.p1_1	36596_0_0015ef
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G070400.t1.p1_1	36596_0_000caf, 36596_0_000470, 36596_0_000adf
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G063500.t1.p1_1	36596_0_00134a, 36596_0_0010e5
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G079100.t1.p1_1	36596_0_000657, 36596_0_0016a3, 36596_0_000884, 36596_0_000cf6
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G078700.t1.p1_1	36596_0_001694, 36596_0_0007df
OG0000126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G075300.t1.p1_1	36596_0_001031
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G415100.t1.p1_1	36596_0_000284
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G415900.t1.p1_1	36596_0_0002ae
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G415200.t1.p1_1	36596_0_001030
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G167300.t1.p1_1	36596_0_003f94
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G166900.t1.p1_1	36596_0_003a87, 36596_0_0036d8, 36596_0_0042f9, 36596_0_003d28, 36596_0_003e0a
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G381000.t1.p1_1, PruarM.8G001000.t1.p1_1, PruarM.4G241400.t1.p1_1, PruarM.1G638300.t1.p1_1, PruarM.1G057100.t1.p1_1, PruarM.6G026000.t1.p1_1, PruarM.6G401800.t1.p1_1, PruarM.3G080800.t1.p1_1	36596_0_003427
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G009700.t1.p1_1	36596_0_006694
OG0000127	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G413000.t1.p1_1	36596_0_001402, 36596_0_000249, 36596_0_000e3f
OG0000128	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G404200.t1.p1_1	36596_0_001a43
OG0000128	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G074400.t1.p1_1	36596_0_006748
OG0000128	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G135900.t1.p1_1, PruarM.4G135900.t2.p1_1	36596_0_003748
OG0000128	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G188500.t1.p1_1, PruarM.2G191100.t1.p1_1, PruarM.2G189900.t1.p1_1, PruarM.2G304000.t1.p1_1, PruarM.5G168600.t1.p1_1, PruarM.6G289500.t1.p1_1, PruarM.6G292000.t1.p1_1, PruarM.4G274500.t1.p1_1, PruarM.2G199000.t1.p1_1, PruarM.6G460100.t1.p1_1, PruarM.1G660100.t1.p1_1, PruarM.8G031000.t1.p1_1, PruarM.8G368600.t1.p1_1, PruarM.5G095000.t1.p1_1, PruarM.1G088300.t1.p1_1	36596_0_0009fa
OG0000129	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G464800.t1.p1_1, PruarM.6G464800.t2.p1_1, PruarM.6G465200.t1.p1_1, PruarM.6G466100.t1.p1_1, PruarM.6G465400.t1.p1_1, PruarM.6G465600.t1.p1_1	36596_0_005451
OG0000129	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G296900.t1.p1_1	36596_0_00748c
OG0000129	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G484300.t1.p1_1	36596_0_005c9d
OG0000129	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G366400.t1.p1_1	36596_0_001dd1
OG0000129	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G807100.t1.p1_1, PruarM.6G052500.t3.p1_1, PruarM.6G052500.t1.p1_1, PruarM.6G052500.t2.p1_1, PruarM.2G095900.t1.p1_1, PruarM.6G483500.t1.p1_1, PruarM.6G483900.t1.p1_1, PruarM.6G052300.t1.p1_1, PruarM.6G053000.t1.p1_1, PruarM.6G053000.t2.p1_1, PruarM.6G053400.t1.p1_1, PruarM.6G053100.t1.p1_1	36596_0_002316
OG0000129	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G439100.t1.p1_1	36596_0_00286f
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G667300.t1.p1_1	36596_0_000b8b
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G667400.t1.p1_1	36596_0_0018b2
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G292100.t1.p1_1	36596_0_005d82, 36596_0_005445, 36596_0_0052eb
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G289600.t1.p1_1	36596_0_004eeb
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G290100.t1.p1_1	36596_0_005116, 36596_0_005de3, 36596_0_005326
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G293100.t1.p1_1	36596_0_005120
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G291700.t1.p1_1, PruarM.6G291800.t1.p1_1, PruarM.6G289300.t1.p1_1	36596_0_005cfb
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G031300.t1.p1_1, PruarM.4G031200.t1.p1_1	36596_0_003e57
OG0000131	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G030900.t1.p1_1	36596_0_00014f, 36596_0_004289
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G047300.t1.p1_1	36596_0_003a23
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G045000.t1.p1_1	36596_0_003c0f
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G044600.t1.p1_1	36596_0_003c5c
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G049800.t1.p1_1	36596_0_004000
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G434100.t1.p1_1	36596_0_0051ea
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G434300.t1.p1_1, PruarM.6G436300.t1.p1_1	36596_0_005ba2
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G048300.t2.p1_1	36596_0_0041f0
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G048300.t1.p1_1	36596_0_00099a
OG0000132	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G396400.t1.p1_1	36596_0_0025ae, 36596_0_001ab2
OG0000133	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G684400.t1.p1_1	36596_0_0011a5
OG0000133	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G192300.t1.p1_1, PruarM.1G193800.t1.p1_1, PruarM.1G193500.t1.p1_1, PruarM.1G193600.t1.p1_1, PruarM.1G637100.t1.p1_1, PruarM.8G200900.t1.p1_1, PruarM.8G201000.t1.p1_1, PruarM.8G201100.t1.p1_1, PruarM.8G201200.t1.p1_1, PruarM.8G201300.t1.p1_1, PruarM.8G201400.t1.p1_1, PruarM.8G201500.t1.p1_1, PruarM.8G202000.t1.p1_1, PruarM.8G201600.t1.p1_1, PruarM.8G201700.t1.p1_1, PruarM.8G201900.t1.p1_1, PruarM.8G202100.t1.p1_1, PruarM.8G201800.t1.p1_1, PruarM.8G202200.t1.p1_1, PruarM.8G202300.t1.p1_1, PruarM.8G202400.t1.p1_1, PruarM.8G202500.t1.p1_1, PruarM.6G190300.t1.p1_1	36596_0_005640
OG0000133	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G342400.t1.p1_1, PruarM.1G505100.t1.p1_1	36596_0_000daf
OG0000134	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G072100.t1.p1_1	36596_0_003c68
OG0000134	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G259700.t1.p1_1	36596_0_005ff4, 36596_0_00675b, 36596_0_006559, 36596_0_0064ba
OG0000134	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G170300.t1.p1_1	36596_0_00622c
OG0000134	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G435100.t1.p1_1, PruarM.3G248000.t2.p1_1, PruarM.3G089400.t1.p1_1, PruarM.6G265200.t1.p1_1	36596_0_005c12
OG0000134	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G288300.t1.p1_1, PruarM.8G152100.t1.p1_1, PruarM.4G278100.t1.p1_1, PruarM.2G145100.t1.p1_1, PruarM.4G194000.t1.p1_1, PruarM.1G302700.t1.p1_1, PruarM.6G282300.t1.p1_1, PruarM.1G515300.t1.p1_1	36596_0_0016a7
OG0000135	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G038000.t1.p1_1, PruarM.1G038000.t2.p1_1	36596_0_002c96
OG0000135	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G097000.t1.p1_1, PruarM.3G285100.t1.p1_1, PruarM.5G093100.t1.p1_1, PruarM.2G242400.t3.p1_1, PruarM.4G113600.t1.p1_1, PruarM.6G037400.t1.p1_1, PruarM.2G242400.t2.p2_1, PruarM.8G349700.t3.p1_1, PruarM.2G242400.t1.p1_1, PruarM.8G349700.t1.p1_1, PruarM.8G349700.t2.p2_1, PruarM.1G324900.t1.p1_1, PruarM.1G763200.t1.p1_1, PruarM.1G330700.t1.p1_1, PruarM.8G129100.t1.p1_1, PruarM.3G328200.t1.p1_1, PruarM.4G203800.t1.p1_1	36596_0_003137
OG0000135	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G349600.t1.p1_1, PruarM.4G113700.t1.p1_1, PruarM.8G266900.t1.p1_1, PruarM.8G266900.t2.p1_1, PruarM.1G485700.t1.p1_1, PruarM.2G273300.t1.p1_1	36596_0_001e9b, 36596_0_002766
OG0000136	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G198400.t1.p1_1, PruarM.3G198400.t2.p1_1	36596_0_0031fb
OG0000136	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G200900.t1.p1_1, PruarM.3G200900.t2.p1_1	36596_0_003610
OG0000136	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G321300.t1.p1_1, PruarM.3G321400.t1.p1_1, PruarM.6G005500.t1.p1_1, PruarM.6G006300.t1.p1_1	36596_0_006bf1
OG0000136	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G327300.t1.p1_1, PruarM.3G328800.t1.p1_1	36596_0_00335c
OG0000136	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G331000.t1.p1_1, PruarM.3G331000.t2.p1_1, PruarM.3G327200.t1.p1_1	36596_0_00343c
OG0000136	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G335300.t3.p1_1, PruarM.2G335300.t2.p1_1, PruarM.2G335300.t1.p1_1	36596_0_001fb3
OG0000137	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G430500.t1.p1_1	36596_0_005420
OG0000137	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G430400.t1.p1_1	36596_0_005b98
OG0000137	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G455000.t1.p1_1, PruarM.6G455100.t2.p1_1, PruarM.6G455100.t1.p1_1, PruarM.1G430200.t1.p1_1, PruarM.1G430200.t2.p1_1, PruarM.1G430300.t1.p1_1, PruarM.1G430400.t1.p1_1, PruarM.1G701300.t1.p1_1, PruarM.1G701400.t1.p1_1, PruarM.1G701400.t2.p1_1, PruarM.1G701400.t3.p1_1, PruarM.1G701800.t1.p1_1, PruarM.1G702000.t1.p1_1, PruarM.1G702100.t1.p1_1, PruarM.1G701900.t1.p1_1, PruarM.1G702200.t1.p1_1, PruarM.1G702300.t1.p1_1, PruarM.1G430500.t1.p1_1, PruarM.1G430500.t2.p1_1, PruarM.3G406400.t1.p1_1, PruarM.3G406500.t1.p1_1, PruarM.2G345200.t1.p1_1	36596_0_00238b
OG0000138	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G052100.t1.p1_1	36596_0_0037c9
OG0000138	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G228800.t1.p1_1	36596_0_004623
OG0000138	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G377900.t1.p1_1, PruarM.6G158600.t2.p1_1	36596_0_005039
OG0000138	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G406800.t2.p1_1, PruarM.2G406800.t1.p1_1, PruarM.6G375400.t1.p1_1, PruarM.6G375200.t1.p1_1, PruarM.6G375200.t2.p1_1, PruarM.6G376900.t1.p1_1, PruarM.6G378000.t1.p1_1, PruarM.6G377000.t1.p1_1, PruarM.6G378100.t1.p1_1, PruarM.6G375300.t1.p1_1, PruarM.6G374700.t1.p1_1, PruarM.6G374900.t1.p1_1, PruarM.6G375100.t2.p1_1, PruarM.6G375100.t1.p1_1, PruarM.6G375000.t1.p1_1	36596_0_005c97
OG0000138	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G403300.t1.p1_1, PruarM.6G403400.t1.p1_1	36596_0_00538c
OG0000138	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G196700.t1.p1_1	36596_0_002843
OG0000139	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G262900.t1.p1_1, PruarM.4G262900.t2.p1_1	36596_0_003e8c
OG0000139	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G078100.t1.p1_1, PruarM.1G303700.t1.p1_1, PruarM.1G303700.t2.p1_1, PruarM.4G352100.t2.p1_1, PruarM.4G352100.t1.p1_1, PruarM.4G352100.t3.p1_1, PruarM.4G352200.t1.p1_1, PruarM.5G038900.t2.p1_1, PruarM.5G038900.t3.p1_1, PruarM.5G038900.t1.p1_1	36596_0_00497c
OG0000139	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G124200.t1.p1_1, PruarM.8G200400.t1.p1_1, PruarM.6G032600.t1.p1_1	36596_0_005b6f
OG0000139	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G146900.t1.p1_1, PruarM.8G234800.t1.p1_1	36596_0_006d2b, 36596_0_007359
OG0000139	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G200300.t1.p1_1	36596_0_0072d5
OG0000139	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G262400.t1.p1_1, PruarM.4G262400.t2.p1_1, PruarM.4G262400.t3.p1_1	36596_0_003b45
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G172000.t1.p1_1	36596_0_0012cd
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G389600.t1.p1_1	36596_0_002648
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G357500.t1.p1_1	36596_0_00542c
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G098100.t1.p1_1	36596_0_004fed
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G073200.t1.p1_1, PruarM.7G206500.t1.p1_1, PruarM.1G206900.t1.p1_1, PruarM.1G752000.t1.p1_1, PruarM.8G029500.t1.p1_1, PruarM.6G081500.t1.p1_1, PruarM.8G019500.t1.p1_1, PruarM.5G256700.t1.p1_1	36596_0_004438
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G015000.t1.p1_1	36596_0_0043ff
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G024900.t1.p1_1	36596_0_003be1
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G259100.t1.p1_1	36596_0_004328
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G293000.t1.p1_1	36596_0_007542
OG0000141	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G393600.t1.p1_1	36596_0_002a81, 36596_0_000d5e
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G048200.t1.p1_1	36596_0_0022aa
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G301600.t1.p1_1	36596_0_004552
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G078200.t1.p1_1	36596_0_007641
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G033000.t1.p1_1, PruarM.8G033800.t1.p1_1	36596_0_007131
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G033900.t1.p1_1	36596_0_007128
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G034000.t1.p1_1	36596_0_0071e7
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G033200.t1.p1_1	36596_0_00744e
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G048300.t1.p1_1	36596_0_006bde
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G047800.t1.p1_1	36596_0_002341
OG0000142	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G047200.t1.p1_1	36596_0_001e2f
OG0000143	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G087100.t1.p1_1	36596_0_00231b
OG0000143	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G086600.t1.p1_1	36596_0_0024b4
OG0000143	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G119900.t2.p1_1, PruarM.2G119900.t1.p1_1	36596_0_0023f6
OG0000143	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G213100.t1.p1_1, PruarM.7G114000.t1.p1_1, PruarM.8G352000.t1.p1_1, PruarM.2G054700.t1.p1_1, PruarM.2G054800.t1.p1_1, PruarM.2G055200.t1.p1_1, PruarM.2G055200.t3.p1_1, PruarM.2G055100.t1.p1_1, PruarM.2G055100.t2.p1_1, PruarM.2G055000.t1.p1_1, PruarM.2G064300.t1.p1_1, PruarM.2G061300.t1.p1_1, PruarM.2G062300.t1.p1_1, PruarM.2G062600.t1.p1_1, PruarM.2G064400.t1.p1_1, PruarM.1G008200.t1.p1_1, PruarM.1G008400.t1.p1_1, PruarM.1G008500.t1.p1_1, PruarM.2G062200.t1.p1_1, PruarM.2G062500.t1.p1_1	36596_0_002298
OG0000145	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G443900.t1.p1_1	36596_0_0039ea
