source	target	interaction	directed	reaction_type	reaction_id	source_edge_type	target_edge_type
CO2-deficiency	ROS	activation	True	catalysis	rx00134	ACTIVATES	SUBSTRATE
e-	ROS	activation	True	catalysis	rx00134	SUBSTRATE	SUBSTRATE
Geranylgeranyl-PP	AT4G02780	activation	True	catalysis	rx00264	SUBSTRATE	ACTIVATES
AT4G02780	ent-Copalyl-PP	activation	True	catalysis	rx00264	ACTIVATES	PRODUCT
Geranylgeranyl-PP	ent-Copalyl-PP	activation	True	catalysis	rx00264	SUBSTRATE	PRODUCT
ent-Copalyl-PP	AT1G79460	activation	True	catalysis	rx00265	PRODUCT	ACTIVATES
AT1G79460	ent-Kaurene	activation	True	catalysis	rx00265	ACTIVATES	PRODUCT
ent-Copalyl-PP	ent-Kaurene	activation	True	catalysis	rx00265	PRODUCT	PRODUCT
ent-Kaurene	AT5G25900	activation	True	catalysis	rx00266	PRODUCT	ACTIVATES
AT5G25900	ent-Kaurenoic acid	activation	True	catalysis	rx00266	ACTIVATES	PRODUCT
ent-Kaurene	ent-Kaurenoic acid	activation	True	catalysis	rx00266	PRODUCT	PRODUCT
ent-Kaurenoic acid	AT1G05160	activation	True	catalysis	rx00267	PRODUCT	ACTIVATES
ent-Kaurenoic acid	AT2G32440	activation	True	catalysis	rx00267	PRODUCT	ACTIVATES
AT1G05160	GA12	activation	True	catalysis	rx00267	ACTIVATES	PRODUCT
AT2G32440	GA12	activation	True	catalysis	rx00267	ACTIVATES	PRODUCT
ent-Kaurenoic acid	GA12	activation	True	catalysis	rx00267	PRODUCT	PRODUCT
GA12	AT1G44090	activation	True	catalysis	rx00268	PRODUCT	ACTIVATES
GA12	AT1G60980	activation	True	catalysis	rx00268	PRODUCT	ACTIVATES
GA12	AT4G25420	activation	True	catalysis	rx00268	PRODUCT	ACTIVATES
GA12	AT5G07200	activation	True	catalysis	rx00268	PRODUCT	ACTIVATES
GA12	AT5G51810	activation	True	catalysis	rx00268	PRODUCT	ACTIVATES
AT1G44090	GA9	activation	True	catalysis	rx00268	ACTIVATES	PRODUCT
AT1G60980	GA9	activation	True	catalysis	rx00268	ACTIVATES	PRODUCT
AT4G25420	GA9	activation	True	catalysis	rx00268	ACTIVATES	PRODUCT
AT5G07200	GA9	activation	True	catalysis	rx00268	ACTIVATES	PRODUCT
AT5G51810	GA9	activation	True	catalysis	rx00268	ACTIVATES	PRODUCT
GA12	GA9	activation	True	catalysis	rx00268	PRODUCT	PRODUCT
GA12	AT1G44090	activation	True	catalysis	rx00269	PRODUCT	ACTIVATES
GA12	AT1G60980	activation	True	catalysis	rx00269	PRODUCT	ACTIVATES
GA12	AT4G25420	activation	True	catalysis	rx00269	PRODUCT	ACTIVATES
GA12	AT5G07200	activation	True	catalysis	rx00269	PRODUCT	ACTIVATES
GA12	AT5G51810	activation	True	catalysis	rx00269	PRODUCT	ACTIVATES
AT1G44090	GA20	activation	True	catalysis	rx00269	ACTIVATES	PRODUCT
AT1G60980	GA20	activation	True	catalysis	rx00269	ACTIVATES	PRODUCT
AT4G25420	GA20	activation	True	catalysis	rx00269	ACTIVATES	PRODUCT
AT5G07200	GA20	activation	True	catalysis	rx00269	ACTIVATES	PRODUCT
AT5G51810	GA20	activation	True	catalysis	rx00269	ACTIVATES	PRODUCT
GA12	GA20	activation	True	catalysis	rx00269	PRODUCT	PRODUCT
GA9	AT1G15550	activation	True	catalysis	rx00270	PRODUCT	ACTIVATES
GA9	AT1G80330	activation	True	catalysis	rx00270	PRODUCT	ACTIVATES
GA9	AT1G80340	activation	True	catalysis	rx00270	PRODUCT	ACTIVATES
GA9	AT4G21690	activation	True	catalysis	rx00270	PRODUCT	ACTIVATES
AT1G15550	GA	activation	True	catalysis	rx00270	ACTIVATES	SUBSTRATE
AT1G80330	GA	activation	True	catalysis	rx00270	ACTIVATES	SUBSTRATE
AT1G80340	GA	activation	True	catalysis	rx00270	ACTIVATES	SUBSTRATE
AT4G21690	GA	activation	True	catalysis	rx00270	ACTIVATES	SUBSTRATE
GA9	GA	activation	True	catalysis	rx00270	PRODUCT	SUBSTRATE
GA20	AT1G15550	activation	True	catalysis	rx00271	PRODUCT	ACTIVATES
GA20	AT1G80330	activation	True	catalysis	rx00271	PRODUCT	ACTIVATES
GA20	AT1G80340	activation	True	catalysis	rx00271	PRODUCT	ACTIVATES
GA20	AT4G21690	activation	True	catalysis	rx00271	PRODUCT	ACTIVATES
AT1G15550	GA	activation	True	catalysis	rx00271	ACTIVATES	SUBSTRATE
AT1G80330	GA	activation	True	catalysis	rx00271	ACTIVATES	SUBSTRATE
AT1G80340	GA	activation	True	catalysis	rx00271	ACTIVATES	SUBSTRATE
AT4G21690	GA	activation	True	catalysis	rx00271	ACTIVATES	SUBSTRATE
GA20	GA	activation	True	catalysis	rx00271	PRODUCT	SUBSTRATE
GA	AT1G02400	activation	True	catalysis	rx00273	SUBSTRATE	ACTIVATES
GA	AT2G34555	activation	True	catalysis	rx00273	SUBSTRATE	ACTIVATES
GA	AT1G30040	activation	True	catalysis	rx00273	SUBSTRATE	ACTIVATES
GA	AT1G47990	activation	True	catalysis	rx00273	SUBSTRATE	ACTIVATES
GA	AT1G78440	activation	True	catalysis	rx00273	SUBSTRATE	ACTIVATES
AT1G02400	GA8	activation	True	catalysis	rx00273	ACTIVATES	PRODUCT
AT2G34555	GA8	activation	True	catalysis	rx00273	ACTIVATES	PRODUCT
AT1G30040	GA8	activation	True	catalysis	rx00273	ACTIVATES	PRODUCT
AT1G47990	GA8	activation	True	catalysis	rx00273	ACTIVATES	PRODUCT
AT1G78440	GA8	activation	True	catalysis	rx00273	ACTIVATES	PRODUCT
GA	GA8	activation	True	catalysis	rx00273	SUBSTRATE	PRODUCT
GA	AT1G02400	activation	True	catalysis	rx00274	SUBSTRATE	ACTIVATES
GA	AT2G34555	activation	True	catalysis	rx00274	SUBSTRATE	ACTIVATES
GA	AT1G30040	activation	True	catalysis	rx00274	SUBSTRATE	ACTIVATES
GA	AT1G47990	activation	True	catalysis	rx00274	SUBSTRATE	ACTIVATES
GA	AT1G78440	activation	True	catalysis	rx00274	SUBSTRATE	ACTIVATES
AT1G02400	GA34	activation	True	catalysis	rx00274	ACTIVATES	PRODUCT
AT2G34555	GA34	activation	True	catalysis	rx00274	ACTIVATES	PRODUCT
AT1G30040	GA34	activation	True	catalysis	rx00274	ACTIVATES	PRODUCT
AT1G47990	GA34	activation	True	catalysis	rx00274	ACTIVATES	PRODUCT
AT1G78440	GA34	activation	True	catalysis	rx00274	ACTIVATES	PRODUCT
GA	GA34	activation	True	catalysis	rx00274	SUBSTRATE	PRODUCT
GA	AT4G26420	activation	True	catalysis	rx00301	SUBSTRATE	ACTIVATES
GA	AT5G56300	activation	True	catalysis	rx00301	SUBSTRATE	ACTIVATES
AT4G26420	GA-methylester	activation	True	catalysis	rx00301	ACTIVATES	PRODUCT
AT5G56300	GA-methylester	activation	True	catalysis	rx00301	ACTIVATES	PRODUCT
GA	GA-methylester	activation	True	catalysis	rx00301	SUBSTRATE	PRODUCT
&beta;-Carotene	AT1G03055	activation	True	catalysis	rx00314	SUBSTRATE	ACTIVATES
AT1G03055	9-cis-&beta;-carotene	activation	True	catalysis	rx00314	ACTIVATES	PRODUCT
&beta;-Carotene	9-cis-&beta;-carotene	activation	True	catalysis	rx00314	SUBSTRATE	PRODUCT
CL	AT2G26170	activation	True	catalysis	rx00317	SUBSTRATE	ACTIVATES
AT2G26170	CLA	activation	True	catalysis	rx00317	ACTIVATES	PRODUCT
CL	CLA	activation	True	catalysis	rx00317	SUBSTRATE	PRODUCT
HMBDP	AT4G34350	activation	True	catalysis	rx00321	SUBSTRATE	ACTIVATES
AT4G34350	DMAPP	activation	True	catalysis	rx00321	ACTIVATES	SUBSTRATE
HMBDP	DMAPP	activation	True	catalysis	rx00321	SUBSTRATE	SUBSTRATE
DMAPP	AT1G68460	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
DMAPP	AT3G63110	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
DMAPP	AT5G19040	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
DMAPP	AT3G23630	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
DMAPP	AT1G25410	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
DMAPP	AT3G19160	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
DMAPP	AT4G24650	activation	True	catalysis	rx00322	SUBSTRATE	ACTIVATES
AT1G68460	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
AT3G63110	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
AT5G19040	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
AT3G23630	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
AT1G25410	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
AT3G19160	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
AT4G24650	iP-ribotide	activation	True	catalysis	rx00322	ACTIVATES	PRODUCT
DMAPP	iP-ribotide	activation	True	catalysis	rx00322	SUBSTRATE	PRODUCT
phospholipids	AT2G44810	activation	True	catalysis	rx00693	SUBSTRATE	ACTIVATES
AT2G44810	ALA	activation	True	catalysis	rx00693	ACTIVATES	SUBSTRATE
phospholipids	ALA	activation	True	catalysis	rx00693	SUBSTRATE	SUBSTRATE
TORC1	Growth	activation	True	protein activation	rx00548	ACTIVATES	PRODUCT
AT1G70480	OPDA	translocation	True	translocation	rx00396	ACTIVATES	PRODUCT
DZ	AT2G36750	activation	True	catalysis	rx00348	ACTIVATES	ACTIVATES
DZ	AT2G36800	activation	True	catalysis	rx00348	ACTIVATES	ACTIVATES
DZ	AT1G22400	activation	True	catalysis	rx00348	ACTIVATES	ACTIVATES
DZ	AT5G05860	activation	True	catalysis	rx00348	ACTIVATES	ACTIVATES
DZ	AT5G05870	activation	True	catalysis	rx00348	ACTIVATES	ACTIVATES
UDP-Glc	AT2G36750	activation	True	catalysis	rx00348	SUBSTRATE	ACTIVATES
UDP-Glc	AT2G36800	activation	True	catalysis	rx00348	SUBSTRATE	ACTIVATES
UDP-Glc	AT1G22400	activation	True	catalysis	rx00348	SUBSTRATE	ACTIVATES
UDP-Glc	AT5G05860	activation	True	catalysis	rx00348	SUBSTRATE	ACTIVATES
UDP-Glc	AT5G05870	activation	True	catalysis	rx00348	SUBSTRATE	ACTIVATES
AT2G36750	DZ-glucosides	activation	True	catalysis	rx00348	ACTIVATES	PRODUCT
AT2G36800	DZ-glucosides	activation	True	catalysis	rx00348	ACTIVATES	PRODUCT
AT1G22400	DZ-glucosides	activation	True	catalysis	rx00348	ACTIVATES	PRODUCT
AT5G05860	DZ-glucosides	activation	True	catalysis	rx00348	ACTIVATES	PRODUCT
AT5G05870	DZ-glucosides	activation	True	catalysis	rx00348	ACTIVATES	PRODUCT
DZ	DZ-glucosides	activation	True	catalysis	rx00348	ACTIVATES	PRODUCT
UDP-Glc	DZ-glucosides	activation	True	catalysis	rx00348	SUBSTRATE	PRODUCT
iP	iP-riboside	activation	True	catalysis	rx00643	ACTIVATES	PRODUCT
tZ	tZ-riboside	activation	True	catalysis	rx00644	ACTIVATES	PRODUCT
AT2G27050	AT1G17380	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT1G19180	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT1G30135	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT1G48500	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT1G70700	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT1G72450	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT1G74950	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT2G34600	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT3G17860	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT3G43440	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT5G13220	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	AT5G20900	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G17380	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G19180	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G30135	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G48500	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G70700	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G72450	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT1G74950	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT2G34600	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT3G17860	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT3G43440	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT5G13220	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G20770	AT5G20900	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G17380	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G17380	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G19180	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G19180	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G30135	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G30135	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G48500	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G48500	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G70700	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G70700	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G72450	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G72450	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G74950	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT1G74950	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G34600	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G34600	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G17860	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G17860	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G43440	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT3G43440	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT5G13220	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT5G13220	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT5G20900	AT2G27050	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT5G20900	AT3G20770	binding	False	binding/oligomerisation	rx00018	SUBSTRATE	SUBSTRATE
AT2G27050	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT3G20770	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G17380	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G19180	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G30135	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G48500	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G70700	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G72450	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT1G74950	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT2G34600	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT3G17860	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT3G43440	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT5G13220	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
AT5G20900	EIN3(like)|JAZ	activation	True	binding/oligomerisation	rx00018	SUBSTRATE	PRODUCT
JA-Ile	AT2G39940	binding	False	binding/oligomerisation	rx00043	PRODUCT	SUBSTRATE
JA-Ile	SCF	binding	False	binding/oligomerisation	rx00043	PRODUCT	SUBSTRATE
AT2G39940	JA-Ile	binding	False	binding/oligomerisation	rx00043	SUBSTRATE	PRODUCT
AT2G39940	SCF	binding	False	binding/oligomerisation	rx00043	SUBSTRATE	SUBSTRATE
SCF	JA-Ile	binding	False	binding/oligomerisation	rx00043	SUBSTRATE	PRODUCT
SCF	AT2G39940	binding	False	binding/oligomerisation	rx00043	SUBSTRATE	SUBSTRATE
JA-Ile	COI1|JA-Ile|SCF	activation	True	binding/oligomerisation	rx00043	PRODUCT	PRODUCT
AT2G39940	COI1|JA-Ile|SCF	activation	True	binding/oligomerisation	rx00043	SUBSTRATE	PRODUCT
SCF	COI1|JA-Ile|SCF	activation	True	binding/oligomerisation	rx00043	SUBSTRATE	PRODUCT
DZ	DZ-riboside	activation	True	catalysis	rx00645	ACTIVATES	SUBSTRATE
cZ	cZ-riboside	activation	True	catalysis	rx00646	SUBSTRATE	SUBSTRATE
VPg	CI	inhibition	False	binding/oligomerisation	rx00636	SUBSTRATE	SUBSTRATE
CI	VPg	inhibition	False	binding/oligomerisation	rx00636	SUBSTRATE	SUBSTRATE
tZ-riboside	AT5G03300	activation	True	catalysis	rx00357	PRODUCT	ACTIVATES
tZ-riboside	AT3G09820	activation	True	catalysis	rx00357	PRODUCT	ACTIVATES
AT5G03300	tZ-ribotide	activation	True	catalysis	rx00357	ACTIVATES	PRODUCT
AT3G09820	tZ-ribotide	activation	True	catalysis	rx00357	ACTIVATES	PRODUCT
tZ-riboside	tZ-ribotide	activation	True	catalysis	rx00357	PRODUCT	PRODUCT
tZ	AT2G36750	activation	True	catalysis	rx00360	ACTIVATES	ACTIVATES
tZ	AT2G36800	activation	True	catalysis	rx00360	ACTIVATES	ACTIVATES
tZ	AT1G22400	activation	True	catalysis	rx00360	ACTIVATES	ACTIVATES
tZ	AT5G05860	activation	True	catalysis	rx00360	ACTIVATES	ACTIVATES
tZ	AT5G05870	activation	True	catalysis	rx00360	ACTIVATES	ACTIVATES
UDP-Glc	AT2G36750	activation	True	catalysis	rx00360	SUBSTRATE	ACTIVATES
UDP-Glc	AT2G36800	activation	True	catalysis	rx00360	SUBSTRATE	ACTIVATES
UDP-Glc	AT1G22400	activation	True	catalysis	rx00360	SUBSTRATE	ACTIVATES
UDP-Glc	AT5G05860	activation	True	catalysis	rx00360	SUBSTRATE	ACTIVATES
UDP-Glc	AT5G05870	activation	True	catalysis	rx00360	SUBSTRATE	ACTIVATES
AT2G36750	tZ-glucoside	activation	True	catalysis	rx00360	ACTIVATES	PRODUCT
AT2G36800	tZ-glucoside	activation	True	catalysis	rx00360	ACTIVATES	PRODUCT
AT1G22400	tZ-glucoside	activation	True	catalysis	rx00360	ACTIVATES	PRODUCT
AT5G05860	tZ-glucoside	activation	True	catalysis	rx00360	ACTIVATES	PRODUCT
AT5G05870	tZ-glucoside	activation	True	catalysis	rx00360	ACTIVATES	PRODUCT
tZ	tZ-glucoside	activation	True	catalysis	rx00360	ACTIVATES	PRODUCT
UDP-Glc	tZ-glucoside	activation	True	catalysis	rx00360	SUBSTRATE	PRODUCT
iP-ribotide	iP-riboside	activation	True	catalysis	rx00647	PRODUCT	PRODUCT
tZ-ribotide	tZ-riboside	activation	True	catalysis	rx00648	PRODUCT	PRODUCT
DZ-ribotide	DZ-riboside	activation	True	catalysis	rx00651	PRODUCT	SUBSTRATE
cZ-ribotide	cZ-riboside	activation	True	catalysis	rx00652	PRODUCT	SUBSTRATE
p-Coumaric acid	Phenolics production	activation	True	protein activation	rx00695	ACTIVATES	PRODUCT
iP-riboside	AT5G03300	activation	True	catalysis	rx00369	PRODUCT	ACTIVATES
iP-riboside	AT3G09820	activation	True	catalysis	rx00369	PRODUCT	ACTIVATES
AT5G03300	iP-ribotide	activation	True	catalysis	rx00369	ACTIVATES	PRODUCT
AT3G09820	iP-ribotide	activation	True	catalysis	rx00369	ACTIVATES	PRODUCT
iP-riboside	iP-ribotide	activation	True	catalysis	rx00369	PRODUCT	PRODUCT
iP	AT2G36750	activation	True	catalysis	rx00372	ACTIVATES	ACTIVATES
iP	AT2G36800	activation	True	catalysis	rx00372	ACTIVATES	ACTIVATES
iP	AT1G22400	activation	True	catalysis	rx00372	ACTIVATES	ACTIVATES
iP	AT5G05860	activation	True	catalysis	rx00372	ACTIVATES	ACTIVATES
iP	AT5G05870	activation	True	catalysis	rx00372	ACTIVATES	ACTIVATES
UDP-Glc	AT2G36750	activation	True	catalysis	rx00372	SUBSTRATE	ACTIVATES
UDP-Glc	AT2G36800	activation	True	catalysis	rx00372	SUBSTRATE	ACTIVATES
UDP-Glc	AT1G22400	activation	True	catalysis	rx00372	SUBSTRATE	ACTIVATES
UDP-Glc	AT5G05860	activation	True	catalysis	rx00372	SUBSTRATE	ACTIVATES
UDP-Glc	AT5G05870	activation	True	catalysis	rx00372	SUBSTRATE	ACTIVATES
AT2G36750	iP-glucosides	activation	True	catalysis	rx00372	ACTIVATES	PRODUCT
AT2G36800	iP-glucosides	activation	True	catalysis	rx00372	ACTIVATES	PRODUCT
AT1G22400	iP-glucosides	activation	True	catalysis	rx00372	ACTIVATES	PRODUCT
AT5G05860	iP-glucosides	activation	True	catalysis	rx00372	ACTIVATES	PRODUCT
AT5G05870	iP-glucosides	activation	True	catalysis	rx00372	ACTIVATES	PRODUCT
iP	iP-glucosides	activation	True	catalysis	rx00372	ACTIVATES	PRODUCT
UDP-Glc	iP-glucosides	activation	True	catalysis	rx00372	SUBSTRATE	PRODUCT
iP-ribotide	AT5G38450	activation	True	catalysis	rx00376	PRODUCT	ACTIVATES
iP-ribotide	AT1G67110	activation	True	catalysis	rx00376	PRODUCT	ACTIVATES
AT5G38450	tZ-ribotide	activation	True	catalysis	rx00376	ACTIVATES	PRODUCT
AT1G67110	tZ-ribotide	activation	True	catalysis	rx00376	ACTIVATES	PRODUCT
iP-ribotide	tZ-ribotide	activation	True	catalysis	rx00376	PRODUCT	PRODUCT
AT4G19395	AT1G48410	inhibition	True	transcriptional/translational repression	rx00653	INHIBITS	SUBSTRATE
tZ-ribotide	DZ-ribotide	activation	True	catalysis	rx00379	PRODUCT	PRODUCT
NPR1|NPR1	AT1G64280	activation	True	dissociation	rx00096	SUBSTRATE	SUBSTRATE
AT5G42980	AT1G64280	activation	True	dissociation	rx00096	ACTIVATES	SUBSTRATE
AT1G45145	AT1G64280	activation	True	dissociation	rx00096	ACTIVATES	SUBSTRATE
EBF|SCF	AT2G27050	inhibition	True	degradation/secretion	rx00017	ACTIVATES	SUBSTRATE
EBF|SCF	AT3G20770	inhibition	True	degradation/secretion	rx00017	ACTIVATES	SUBSTRATE
COI1|JA-Ile|SCF	AT1G17380	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT1G19180	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT1G30135	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT1G48500	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT1G70700	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT1G72450	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT1G74950	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT2G34600	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT3G17860	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT3G43440	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT5G13220	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
COI1|JA-Ile|SCF	AT5G20900	inhibition	True	degradation/secretion	rx00044	PRODUCT	SUBSTRATE
Trichome-initiation	potyvirus	inhibition	True	degradation/secretion	rx00080	ACTIVATES	SUBSTRATE
AT3G17185	AT1G19850	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT3G17185	AT2G33860	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT3G17185	AT5G60450	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT3G17185	AT5G62000	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT5G49615	AT1G19850	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT5G49615	AT2G33860	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT5G49615	AT5G60450	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT5G49615	AT5G62000	inhibition	True	degradation/secretion	rx00112	ACTIVATES	SUBSTRATE
AT4G12570	AT4G23810	inhibition	True	degradation/secretion	rx00123	ACTIVATES	SUBSTRATE
AT1G32350	ROS	inhibition	True	degradation/secretion	rx00133	ACTIVATES	SUBSTRATE
AT3G22370	ROS	inhibition	True	degradation/secretion	rx00133	ACTIVATES	SUBSTRATE
AT5G67385	AT2G22300	inhibition	True	degradation/secretion	rx00150	ACTIVATES	SUBSTRATE
AT1G20620	ROS	inhibition	True	degradation/secretion	rx00260	SUBSTRATE	SUBSTRATE
AT1G20630	ROS	inhibition	True	degradation/secretion	rx00260	SUBSTRATE	SUBSTRATE
AT4G35090	ROS	inhibition	True	degradation/secretion	rx00260	SUBSTRATE	SUBSTRATE
AT3G09640	ROS	inhibition	True	degradation/secretion	rx00261	ACTIVATES	SUBSTRATE
